update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
988,1.32,0.48224902153015137,None,"('N', 'o', 'n', 'e')",None
1320,0.52,0.5026509761810303,None,"('N', 'o', 'n', 'e')",None
1647,0.54,0.5191125869750977,None,"('N', 'o', 'n', 'e')",None
1978,0.51,0.4948413372039795,None,"('N', 'o', 'n', 'e')",None
2306,0.55,0.5334618091583252,None,"('N', 'o', 'n', 'e')",None
2642,0.54,0.5253651142120361,None,"('N', 'o', 'n', 'e')",None
2967,0.53,0.5124495029449463,None,"('N', 'o', 'n', 'e')",None
3296,0.54,0.5260086059570312,None,"('N', 'o', 'n', 'e')",None
3628,0.54,0.5226359367370605,None,"('N', 'o', 'n', 'e')",None
3962,0.52,0.5025584697723389,None,"('N', 'o', 'n', 'e')",None
