update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
908,1.59,0.6401219367980957,None,"('N', 'o', 'n', 'e')",None
1239,0.57,0.5515973567962646,None,"('N', 'o', 'n', 'e')",None
1570,0.55,0.537714958190918,None,"('N', 'o', 'n', 'e')",None
1899,0.6,0.5838582515716553,None,"('N', 'o', 'n', 'e')",None
2231,0.53,0.5169200897216797,None,"('N', 'o', 'n', 'e')",None
2565,0.55,0.5363051891326904,None,"('N', 'o', 'n', 'e')",None
2898,0.63,0.61623215675354,None,"('N', 'o', 'n', 'e')",None
3224,0.54,0.5261237621307373,None,"('N', 'o', 'n', 'e')",None
3550,0.52,0.5075349807739258,None,"('N', 'o', 'n', 'e')",None
3883,0.54,0.5238442420959473,None,"('N', 'o', 'n', 'e')",None
