update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
899,2.69,1.647925853729248,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[27 12  0 25],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
1224,2.04,1.178347110748291,[-11.92177522  -0.96000832 108.5       ],"(-6, -1, 10)",[ 0 27 18 26],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
1560,1.19,1.1739110946655273,[-11.62315379  -0.24990401 113.        ],"(-6, -1, 11)",[27  6  0 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
1882,1.21,1.1979804039001465,[-12.50321274  -1.12410457 106.        ],"(-7, -1, 10)",[ 0 27 18 26],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
2217,1.13,1.1176278591156006,[-11.41785192  -0.58726188 111.5       ],"(-6, -1, 11)",[27 22 23  6],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
2552,1.24,1.2277531623840332,[-11.10477069   0.81055236 111.        ],"(-6, 0, 11)",[ 0 18 26 30],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.7]]"
2884,1.13,1.1165473461151123,[-11.13066043  -0.96381252 110.        ],"(-6, -1, 11)",[27  6 29 22],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
3215,1.26,1.2428557872772217,[-10.95265881   0.7326369  110.5       ],"(-6, 0, 11)",[ 0 18 30 26],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.7]
 [ 0.   0.3]]"
3539,1.2,1.183379888534546,[-11.66489284   0.22191441 109.        ],"(-6, 0, 10)",[27 29  6 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
3867,1.23,1.2091939449310303,[-12.23783526  -0.14562442 109.5       ],"(-7, -1, 10)",[ 0 30 18 26],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
