timestamp,Thigh_L_Acc_X,Thigh_L_Acc_Y,Thigh_L_Acc_Z,Thigh_L_Gyr_X,Thigh_L_Gyr_Y,Thigh_L_Gyr_Z,Thigh_R_Acc_X,Thigh_R_Acc_Y,Thigh_R_Acc_Z,Thigh_R_Gyr_X,Thigh_R_Gyr_Y,Thigh_R_Gyr_Z,gpio_output
10.000000476837158,-3.9360675292968748,0.9648632690429687,-1.5490484741210937,-84.99236641221374,-39.3587786259542,4.091603053435114,-10.886434948730468,-1.9033903198242186,0.7015010864257812,3.3435114503816794,40.18320610687023,15.709923664122137,0.0
10.010000705718994,-2.5450363647460934,0.3854664672851562,-1.908178723144531,-94.10687022900764,-27.17557251908397,3.49618320610687,-8.245630517578125,1.7166425903320313,0.7805097412109374,6.305343511450381,38.274809160305345,12.885496183206106,1.0
10.020000696182251,-1.915361328125,-0.9361328491210937,-1.9129671264648436,-90.51908396946565,-10.80916030534351,4.519083969465649,-10.790666882324219,-1.3934253662109375,-0.6057330200195312,5.206106870229007,33.038167938931295,18.610687022900763,1.0
10.030000686645508,-0.16041151123046873,-2.3511060302734372,-2.4660277099609376,-69.45038167938931,10.335877862595419,6.519083969465649,-8.075642199707032,0.5339069702148437,-1.2497732666015624,0.4122137404580153,35.19083969465649,16.65648854961832,1.0
10.040000438690186,1.199495031738281,-3.517082238769531,-1.9416975463867185,-37.93893129770992,39.57251908396947,9.282442748091603,-8.482656481933594,-1.4724340209960938,-0.35194764404296874,-15.251908396946565,36.961832061068705,19.755725190839694,1.0
10.050000667572021,-0.9935936889648437,-0.4740519287109375,-0.8188169677734375,-41.52671755725191,55.847328244274806,2.2442748091603053,-7.879317663574218,0.01915361328125,-1.3239935180664062,-5.32824427480916,39.603053435114504,20.30534351145038,1.0
10.060001134872437,0.07422025146484375,-3.1387983764648437,-1.254561669921875,-51.05343511450382,63.725190839694655,3.5267175572519083,-7.939172705078125,0.8978256225585937,-1.5921441040039062,-7.022900763358779,40.3206106870229,23.633587786259543,1.0
10.070000648498535,-0.7924807495117187,-4.350264416503906,1.7812860351562498,-27.450381679389313,88.29007633587786,4.595419847328245,-8.664615808105468,0.8834604125976562,-0.39743747558593745,-10.396946564885496,44.045801526717554,26.045801526717558,1.0
10.080000877380371,0.3280056274414062,-8.410830432128906,5.322310290527343,-1.2213740458015268,101.5114503816794,0.9312977099236641,-7.982268334960937,1.8459294799804686,-1.637633935546875,-2.2442748091603053,44.58015267175573,24.931297709923665,1.0
10.090001106262207,-1.177947216796875,-8.05648858642578,8.947131604003905,45.786259541984734,120.99236641221374,-6.656488549618321,-8.552088330078124,0.5770026000976562,-2.0374656127929685,-29.46564885496183,56.99236641221374,29.66412213740458,1.0
