update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
911,1.6,0.6790173053741455,None,"('N', 'o', 'n', 'e')",None
1240,0.52,0.50327467918396,None,"('N', 'o', 'n', 'e')",None
1578,0.56,0.5443978309631348,None,"('N', 'o', 'n', 'e')",None
1905,0.56,0.5477414131164551,None,"('N', 'o', 'n', 'e')",None
2233,0.57,0.552971601486206,None,"('N', 'o', 'n', 'e')",None
2567,0.53,0.5149352550506592,None,"('N', 'o', 'n', 'e')",None
2898,0.55,0.5346958637237549,None,"('N', 'o', 'n', 'e')",None
3221,0.65,0.6294212341308594,None,"('N', 'o', 'n', 'e')",None
3553,0.52,0.5087559223175049,None,"('N', 'o', 'n', 'e')",None
3886,0.53,0.5098333358764648,None,"('N', 'o', 'n', 'e')",None
