timestamp,mtr_pos_L,mtr_pos_R,mtr_vel_L,mtr_vel_R,GRF_L,GRF_R,CoP_L,CoP_R,gpio_output
10.000000476837158,17.300000000000004,2.0,-55.152404363020814,0.17453292519943295,0.025553527627603028,0.9160384143025521,3.3237826824188232,0.07691874355077744,0.0
10.010000705718994,16.3,2.0,-52.708943410228756,0.5235987755982988,0.025553527627603028,0.9160384143025521,3.3237826824188232,0.07691874355077744,1.0
10.02000117301941,15.399999999999999,2.0,-50.09094953223726,0.17453292519943295,0.025553527627603028,0.9160384143025521,3.3237826824188232,0.07691874355077744,1.0
10.030000925064087,14.600000000000001,2.0,-46.25122517784973,0.5235987755982988,0.023331481746941895,0.9615903548561052,3.574714183807373,0.08800750970840454,1.0
10.04024076461792,13.700000000000003,2.1,-40.49163864626845,4.1887902047863905,0.023331481746941895,0.9615903548561052,3.574714183807373,0.08800750970840454,1.0
10.050000667572021,13.200000000000003,2.3000000000000007,-35.25565089028546,10.471975511965978,0.026664550567933595,0.949369102512469,3.188999891281128,0.08888180553913116,1.0
10.060000896453857,12.600000000000001,2.6,-27.401669256310974,15.3588974175501,0.026664550567933595,0.949369102512469,3.188999891281128,0.08888180553913116,1.0
10.070000648498535,12.300000000000002,2.9000000000000004,-18.32595714594046,14.486232791552935,0.026664550567933595,0.949369102512469,3.188999891281128,0.08888180553913116,1.0
10.08000111579895,12.200000000000001,3.0,-2.443460952792061,7.67944870877505,0.026664550567933595,0.949369102512469,3.188999891281128,0.08888180553913116,1.0
10.090000629425049,12.200000000000001,3.0,-2.443460952792061,0.17453292519943295,0.02777557350826416,0.8910403981451143,2.2309999465942383,0.10351870208978653,1.0
10.100000619888306,12.200000000000001,3.0,-0.3490658503988659,-0.0,0.02777557350826416,0.8910403981451143,2.2309999465942383,0.10351870208978653,1.0
10.110000610351562,12.200000000000001,3.0,0.17453292519943295,-0.17453292519943295,0.3488612032637979,0.7988254940976772,0.0817006379365921,0.1296370029449463,1.0
10.12000060081482,12.200000000000001,3.0,1.3962634015954636,-0.17453292519943295,0.3488612032637979,0.7988254940976772,0.0817006379365921,0.1296370029449463,1.0
10.130019903182983,12.4,3.0,8.901179185171081,-0.5235987755982988,0.3488612032637979,0.7988254940976772,0.0817006379365921,0.1296370029449463,1.0
10.1401686668396,12.8,2.9000000000000004,22.340214425527417,-0.3490658503988659,0.3488612032637979,0.7988254940976772,0.0817006379365921,0.1296370029449463,1.0
