update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
916,1.52,0.653245210647583,None,"('N', 'o', 'n', 'e')",None
1245,0.54,0.5245530605316162,None,"('N', 'o', 'n', 'e')",None
1576,0.55,0.5324137210845947,None,"('N', 'o', 'n', 'e')",None
1905,0.54,0.5231003761291504,None,"('N', 'o', 'n', 'e')",None
2235,0.53,0.5135626792907715,None,"('N', 'o', 'n', 'e')",None
2568,0.57,0.5570943355560303,None,"('N', 'o', 'n', 'e')",None
2905,0.53,0.5094213485717773,None,"('N', 'o', 'n', 'e')",None
3233,0.52,0.5059216022491455,None,"('N', 'o', 'n', 'e')",None
3554,0.56,0.54170823097229,None,"('N', 'o', 'n', 'e')",None
3883,0.54,0.5283496379852295,None,"('N', 'o', 'n', 'e')",None
