update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
970,2.85,1.227813720703125,[-17.4363338   -1.94581844 111.        ],"(-9, -1, 11)",[19 27  3 16],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
1303,1.7,1.1486318111419678,[-10.43396716   8.51987972 111.5       ],"(-6, 4, 11)",[13 29 24 17],"[[ 10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
1626,1.68,1.2512199878692627,[ -9.29034176   9.81753219 108.        ],"(-5, 4, 10)",[19 27 15  3],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
1957,1.64,1.1880006790161133,[ -9.26082745   9.99098496 110.5       ],"(-5, 4, 11)",[13  0 29 24],"[[ 10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
2291,1.78,1.2652409076690674,[-10.21403505   9.41326027 110.5       ],"(-6, 4, 11)",[19 27 15 16],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
2622,1.56,1.142340898513794,[ -9.08115033  10.8121174  111.        ],"(-5, 5, 11)",[24 13 17 10],"[[10.   0.7]
 [10.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
2949,1.6,1.1937363147735596,[ -8.89270446   9.56413716 109.5       ],"(-5, 4, 10)",[19  8 27 15],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
3282,1.77,1.2257206439971924,[-10.20461714   8.40241695 109.5       ],"(-6, 4, 10)",[13 29  0 31],"[[ 10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
3608,1.75,1.2127628326416016,[ -8.10688555  11.03224608 110.        ],"(-5, 5, 11)",[19 27  8 34],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
3938,1.87,1.2049174308776855,[ -9.30374419   9.67526909 109.        ],"(-5, 4, 10)",[13 24 31  0],"[[10.   0.3]
 [10.   0.7]
 [ 0.   0.7]
 [ 0.   0.3]]"
4273,1.72,1.241342544555664,[ -9.2371564    9.80315235 114.        ],"(-5, 4, 11)",[19 27 15  8],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
4604,1.62,1.1076035499572754,[ -9.35113084  10.5599148  112.5       ],"(-5, 5, 11)",[24 31 17 13],"[[10.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [10.   0.3]]"
4935,1.69,1.1978545188903809,[ -8.83751074  10.88141785 111.        ],"(-5, 5, 11)",[19 27 34  3],"[[ 10.    0.7]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
5263,1.61,1.1558372974395752,[ -8.10099199  11.00511042 110.5       ],"(-5, 5, 11)",[13 29 31 24],"[[ 10.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
5584,1.69,1.2248625755310059,[ -8.72073079   9.36111078 106.5       ],"(-5, 4, 10)",[19 34 15 14],"[[10.   0.7]
 [ 0.   0.7]
 [10.   0.3]
 [10.   0.3]]"
