update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
912,1.39,0.4819910526275635,None,"('N', 'o', 'n', 'e')",None
1241,0.37,0.35680055618286133,None,"('N', 'o', 'n', 'e')",None
1578,0.35,0.3300004005432129,None,"('N', 'o', 'n', 'e')",None
1916,0.36,0.3416101932525635,None,"('N', 'o', 'n', 'e')",None
2232,0.36,0.34257054328918457,None,"('N', 'o', 'n', 'e')",None
2560,0.42,0.4064819812774658,None,"('N', 'o', 'n', 'e')",None
2898,0.39,0.3755221366882324,None,"('N', 'o', 'n', 'e')",None
3228,0.39,0.37789106369018555,None,"('N', 'o', 'n', 'e')",None
3564,0.41,0.39917850494384766,None,"('N', 'o', 'n', 'e')",None
3892,0.39,0.37396860122680664,None,"('N', 'o', 'n', 'e')",None
