update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
961,1.63,0.5621633529663086,None,"('N', 'o', 'n', 'e')",None
1381,0.55,0.535452127456665,None,"('N', 'o', 'n', 'e')",None
1800,0.57,0.552976131439209,None,"('N', 'o', 'n', 'e')",None
2226,0.54,0.5236616134643555,None,"('N', 'o', 'n', 'e')",None
2654,0.56,0.545997142791748,None,"('N', 'o', 'n', 'e')",None
3067,0.57,0.5493957996368408,None,"('N', 'o', 'n', 'e')",None
3492,0.55,0.5354039669036865,None,"('N', 'o', 'n', 'e')",None
3899,0.54,0.5287792682647705,None,"('N', 'o', 'n', 'e')",None
