update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
908,1.35,0.4064958095550537,None,"('N', 'o', 'n', 'e')",None
1243,0.25,0.23862481117248535,None,"('N', 'o', 'n', 'e')",None
1579,0.25,0.23884177207946777,None,"('N', 'o', 'n', 'e')",None
1906,0.25,0.237839937210083,None,"('N', 'o', 'n', 'e')",None
2235,0.23,0.21285724639892578,None,"('N', 'o', 'n', 'e')",None
2580,0.28,0.26697754859924316,None,"('N', 'o', 'n', 'e')",None
2890,0.26,0.24611639976501465,None,"('N', 'o', 'n', 'e')",None
3223,0.25,0.23318123817443848,None,"('N', 'o', 'n', 'e')",None
3556,0.29,0.2763996124267578,None,"('N', 'o', 'n', 'e')",None
3879,0.24,0.22762846946716309,None,"('N', 'o', 'n', 'e')",None
