update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
863,2.71,1.317253828048706,[-17.4363338   -1.94581844 136.        ],"(-9, -1, 13)",[ 3 16 18 14],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
1279,1.08,1.0654330253601074,[-10.01128443   3.72579529 138.        ],"(-6, 1, 13)",[22  6  2  7],"[[-10.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
1702,1.2,1.1846144199371338,[ -8.25244272   5.69369698 139.5       ],"(-5, 2, 13)",[13 18 16 14],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
2118,1.17,1.155454397201538,[ -8.0863452    5.91678186 140.        ],"(-5, 2, 14)",[ 7  6 12  2],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
2540,1.21,1.1946847438812256,[ -8.32319681   5.60243922 140.5       ],"(-5, 2, 14)",[13  1 18 24],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
2961,1.18,1.1652181148529053,[ -8.70421044   4.92058533 140.        ],"(-5, 2, 14)",[ 6  7 12  2],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
3384,1.26,1.2473018169403076,[ -9.24675319   4.5639048  142.5       ],"(-5, 2, 14)",[13 18 14  1],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
3802,1.17,1.155958652496338,[ -8.99584653   4.55082117 141.5       ],"(-5, 2, 14)",[ 0  6  7 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
4217,1.21,1.1983096599578857,[ -8.65306699   5.10239953 138.        ],"(-5, 2, 13)",[13 18  1 16],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
4646,1.14,1.1287634372711182,[ -8.78820859   4.95044368 143.5       ],"(-5, 2, 14)",[ 6  7 12  5],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
5059,1.15,1.1298439502716064,[ -8.62008431   5.30215355 138.5       ],"(-5, 2, 13)",[13 24 18 16],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
5476,1.35,1.330265760421753,[ -8.0544698    6.01919511 140.        ],"(-5, 3, 14)",[ 3 13 25  6],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
5899,1.28,1.2656285762786865,[ -8.34896125   5.03056742 144.5       ],"(-5, 2, 14)",[13  1 14 24],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
6320,1.28,1.2679190635681152,[ -8.5593905    5.50016311 142.        ],"(-5, 2, 14)",[ 0  3  6 25],"[[0.  0.3]
 [0.  0.3]
 [0.  0.7]
 [0.  0.3]]"
6741,1.25,1.2380871772766113,[ -9.30301468   4.51631834 140.5       ],"(-5, 2, 14)",[13  1 14 18],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]]"
7159,1.25,1.2296626567840576,[ -8.60783903   4.81292094 135.        ],"(-5, 2, 13)",[ 0  6  3 13],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
7576,1.27,1.2550618648529053,[ -7.95127988   6.05761369 139.5       ],"(-4, 3, 13)",[14  1  0 16],"[[ 10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
8005,1.31,1.2956666946411133,[ -8.54192386   5.22925485 140.        ],"(-5, 2, 14)",[ 1  0  3 14],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
8424,1.34,1.325160026550293,[ -9.19521771   4.46983167 141.        ],"(-5, 2, 14)",[ 1 14 13 20],"[[-10.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
8842,1.26,1.247750997543335,[ -8.57643088   4.99314509 139.        ],"(-5, 2, 13)",[13  0  6  1],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
9260,1.25,1.229886770248413,[ -9.08376292   4.53285943 140.        ],"(-5, 2, 14)",[14  0  1 18],"[[ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
9676,1.29,1.2729823589324951,[ -9.5625541    4.11940299 138.5       ],"(-5, 2, 13)",[ 3  0  1 24],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
10100,1.34,1.3249306678771973,[ -8.94963198   5.47498835 139.5       ],"(-5, 2, 13)",[ 1 14 18 20],"[[-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
10514,1.27,1.2555291652679443,[ -9.00867838   4.68467469 135.        ],"(-5, 2, 13)",[ 0  6 12  3],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
10937,1.24,1.2245128154754639,[ -8.95201756   5.91876763 141.5       ],"(-5, 2, 14)",[ 1 14 18 16],"[[-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
11357,1.13,1.1088521480560303,[ -8.6672416    5.42904436 139.        ],"(-5, 2, 13)",[22  6 12 23],"[[-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]
 [-10.    0.7]]"
11778,1.32,1.302466869354248,[ -8.70945392   5.57663156 138.5       ],"(-5, 2, 13)",[ 3 18  1 14],"[[  0.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
12199,1.21,1.1926312446594238,[ -8.63245207   5.33816771 139.        ],"(-5, 2, 13)",[ 6 12 22 13],"[[  0.    0.7]
 [ 10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
12618,1.25,1.229705572128296,[ -8.16616219   5.4633111  137.5       ],"(-5, 2, 13)",[18 14  1  3],"[[ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
13040,1.19,1.174199104309082,[ -8.67462572   5.43461786 139.5       ],"(-5, 2, 13)",[ 6 12 13 22],"[[  0.    0.7]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
13460,1.24,1.226623296737671,[ -8.0847253    6.09224138 138.5       ],"(-5, 3, 13)",[ 1 18 14 16],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]]"
13876,1.3,1.2868530750274658,[ -8.75017015   5.12237714 139.5       ],"(-5, 2, 13)",[ 3  6 13 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
14299,1.23,1.2175590991973877,[ -8.1871316    6.81110035 138.5       ],"(-5, 3, 13)",[18 14  1 16],"[[ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
14725,1.2,1.1867713928222656,[ -7.58076897   6.29880258 142.5       ],"(-4, 3, 14)",[ 3  6 22 12],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.3]]"
15135,1.39,1.3782458305358887,[ -7.3404901    7.08766737 137.        ],"(-4, 3, 13)",[13 14 11  1],"[[  0.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
15548,1.18,1.1651248931884766,[ -6.70810417   7.78971107 137.        ],"(-4, 3, 13)",[ 3  6 12  7],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
15971,1.37,1.3573548793792725,[ -7.37577105   7.46524077 141.        ],"(-4, 3, 14)",[14  1 11 18],"[[ 10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
