update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
16401,1.23,1.2162694931030273,[ -7.85783475   6.28243524 143.        ],"(-4, 3, 14)",[ 3  6 12 22],"[[  0.    0.3]
 [  0.    0.7]
 [ 10.    0.3]
 [-10.    0.7]]"
16815,1.29,1.2718114852905273,[ -7.93444425   6.33907508 139.5       ],"(-4, 3, 13)",[13 14  1 18],"[[  0.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
17249,1.29,1.272808313369751,[ -7.51781347   6.91139942 149.        ],"(-4, 3, 14)",[ 3 12  0 16],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
17667,1.34,1.3201320171356201,[ -8.37659638   4.78274471 138.        ],"(-5, 2, 13)",[ 1 13 14 24],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
18089,1.23,1.214008092880249,[ -8.08066853   5.34297538 142.5       ],"(-5, 2, 14)",[12  6 25  7],"[[10.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.7]]"
18475,1.25,1.2383558750152588,[ -7.27117381   6.09437869 124.        ],"(-4, 3, 12)",[13 18 27  0],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
18898,1.34,1.3288381099700928,[ -7.08833892   7.41435918 141.        ],"(-4, 3, 14)",[ 1 27 13 14],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
19332,1.33,1.316441535949707,[ -7.61458384   6.57153252 145.5       ],"(-4, 3, 14)",[27 11 12 25],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
19752,1.23,1.2162742614746094,[ -7.85020157   6.01215082 140.5       ],"(-4, 3, 14)",[27  1 12 24],"[[  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
20181,1.33,1.3106474876403809,[ -8.08059532   6.83604299 142.        ],"(-5, 3, 14)",[25 27 13  1],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
20588,1.22,1.2080307006835938,[ -7.41914099   5.76064534 132.5       ],"(-4, 2, 13)",[27 12 16  7],"[[ 0.   0.3]
 [10.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
21017,1.31,1.2962646484375,[ -6.97694535   7.084876   140.        ],"(-4, 3, 14)",[25 14  9  8],"[[  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
21435,1.21,1.1968543529510498,[ -7.58463767   6.21305121 141.        ],"(-4, 3, 14)",[27  7 12 17],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [10.   0.7]]"
21854,1.36,1.339972972869873,[ -8.09286784   6.29046923 139.5       ],"(-5, 3, 13)",[25 14 26  1],"[[  0.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
22281,1.22,1.2046232223510742,[ -9.10313981   4.83457099 141.5       ],"(-5, 2, 14)",[27  7  6 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
22698,1.3,1.2791829109191895,[ -7.35696713   6.75684088 141.        ],"(-4, 3, 14)",[25 11 24 14],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
23118,1.18,1.1622428894042969,[ -8.14856522   5.1902241  140.        ],"(-5, 2, 14)",[27  7 12 17],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [10.   0.7]]"
23541,1.31,1.2966303825378418,[ -9.58211438   4.80051061 139.5       ],"(-5, 2, 13)",[25 11  9 14],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
23956,1.23,1.2083227634429932,[ -9.00132432   4.57664076 136.        ],"(-5, 2, 13)",[27  7 12  6],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
24375,1.38,1.3674724102020264,[ -8.73936327   5.85755414 139.5       ],"(-5, 2, 13)",[ 3 25 11 14],"[[ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
24805,1.22,1.208373785018921,[ -8.43356271   6.0283513  142.5       ],"(-5, 3, 14)",[27 12  7  6],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]]"
25209,1.27,1.24961256980896,[ -9.3613709    4.70824233 132.5       ],"(-5, 2, 13)",[25 24  8 11],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
25639,1.23,1.213554859161377,[ -8.63959943   5.40375615 143.5       ],"(-5, 2, 14)",[27 12  7  6],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]]"
26061,1.19,1.1763482093811035,[ -7.60847292   6.59504607 141.5       ],"(-4, 3, 14)",[25 18 16 24],"[[  0.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
26478,1.26,1.2465214729309082,[ -8.7878541    5.05639094 141.5       ],"(-5, 2, 14)",[27 12  6  2],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]]"
26895,1.19,1.173736333847046,[ -8.4889069    5.50667244 139.        ],"(-5, 2, 13)",[25 18 24  8],"[[  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
27320,1.2,1.1866259574890137,[ -8.26045994   6.42941288 141.        ],"(-5, 3, 14)",[27 12  6  7],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]]"
27739,1.2,1.1840686798095703,[ -8.4120689    5.31363841 140.5       ],"(-5, 2, 14)",[18  1 24  8],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
28168,1.21,1.1952414512634277,[ -8.51552065   5.52090626 143.5       ],"(-5, 2, 14)",[27  6  7 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
28576,1.27,1.2560980319976807,[ -7.69822156   6.35480622 135.5       ],"(-4, 3, 13)",[18 14 26 17],"[[10.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
29003,1.23,1.2150723934173584,[ -8.08005462   5.71153192 146.5       ],"(-5, 2, 14)",[27 12  6  7],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]]"
29421,1.32,1.3083863258361816,[ -8.46195099   5.65652489 138.5       ],"(-5, 2, 13)",[18  1 26 14],"[[ 10.    0.7]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
29850,1.21,1.1986770629882812,[ -8.64545969   4.97071514 144.        ],"(-5, 2, 14)",[27  6 12  7],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
30270,1.32,1.3037371635437012,[ -8.77908172   5.47999502 140.        ],"(-5, 2, 14)",[18 26 14  1],"[[ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
30679,1.24,1.225830316543579,[ -8.75421854   4.66412299 140.5       ],"(-5, 2, 14)",[27  0  6 22],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
