update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
978,1.43,0.5445535182952881,None,"('N', 'o', 'n', 'e')",None
1309,0.53,0.516413688659668,None,"('N', 'o', 'n', 'e')",None
1643,0.52,0.5065658092498779,None,"('N', 'o', 'n', 'e')",None
1976,0.58,0.5670764446258545,None,"('N', 'o', 'n', 'e')",None
2298,0.55,0.534766435623169,None,"('N', 'o', 'n', 'e')",None
2631,0.6,0.5838420391082764,None,"('N', 'o', 'n', 'e')",None
2966,0.54,0.5195116996765137,None,"('N', 'o', 'n', 'e')",None
3297,0.51,0.4980347156524658,None,"('N', 'o', 'n', 'e')",None
3616,0.53,0.5169556140899658,None,"('N', 'o', 'n', 'e')",None
3952,0.53,0.5165302753448486,None,"('N', 'o', 'n', 'e')",None
