update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
911,1.53,0.6150143146514893,None,"('N', 'o', 'n', 'e')",None
1254,0.54,0.5183496475219727,None,"('N', 'o', 'n', 'e')",None
1583,0.54,0.5284285545349121,None,"('N', 'o', 'n', 'e')",None
1911,0.55,0.5347120761871338,None,"('N', 'o', 'n', 'e')",None
2240,0.51,0.495023250579834,None,"('N', 'o', 'n', 'e')",None
2564,0.54,0.5207836627960205,None,"('N', 'o', 'n', 'e')",None
2896,0.6,0.5822653770446777,None,"('N', 'o', 'n', 'e')",None
3228,0.52,0.5034568309783936,None,"('N', 'o', 'n', 'e')",None
3559,0.53,0.518399715423584,None,"('N', 'o', 'n', 'e')",None
3886,0.57,0.5538215637207031,None,"('N', 'o', 'n', 'e')",None
