update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
983,1.03,0.35352206230163574,None,"('N', 'o', 'n', 'e')",None
1315,0.38,0.35999369621276855,None,"('N', 'o', 'n', 'e')",None
1658,0.39,0.3770315647125244,None,"('N', 'o', 'n', 'e')",None
1982,0.35,0.33066701889038086,None,"('N', 'o', 'n', 'e')",None
2302,0.36,0.3475189208984375,None,"('N', 'o', 'n', 'e')",None
2631,0.38,0.3624727725982666,None,"('N', 'o', 'n', 'e')",None
2967,0.35,0.33882641792297363,None,"('N', 'o', 'n', 'e')",None
3300,0.39,0.3762247562408447,None,"('N', 'o', 'n', 'e')",None
3629,0.34,0.3276529312133789,None,"('N', 'o', 'n', 'e')",None
3956,0.34,0.3259398937225342,None,"('N', 'o', 'n', 'e')",None
