update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
980,1.39,0.508974552154541,None,"('N', 'o', 'n', 'e')",None
1315,0.5,0.48012447357177734,None,"('N', 'o', 'n', 'e')",None
1650,0.51,0.48891305923461914,None,"('N', 'o', 'n', 'e')",None
1978,0.51,0.48919081687927246,None,"('N', 'o', 'n', 'e')",None
2305,0.51,0.4961385726928711,None,"('N', 'o', 'n', 'e')",None
2644,0.52,0.5062379837036133,None,"('N', 'o', 'n', 'e')",None
2972,0.55,0.5369234085083008,None,"('N', 'o', 'n', 'e')",None
3303,0.5,0.48346519470214844,None,"('N', 'o', 'n', 'e')",None
3623,0.54,0.5290312767028809,None,"('N', 'o', 'n', 'e')",None
3956,0.5,0.48238205909729004,None,"('N', 'o', 'n', 'e')",None
