update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
899,2.53,1.4905126094818115,[-17.4363338   -1.94581844 111.        ],"(-9, -1, 11)",[27  0 12 25],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
1233,1.8,1.1548676490783691,[ -9.24123555   0.45181551 110.        ],"(-5, 0, 11)",[29  0 27 18],"[[10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
1555,1.11,1.0963983535766602,[-10.0034513    0.65107572 108.        ],"(-6, 0, 10)",[27  0  6 22],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
1893,1.21,1.193741798400879,[ -8.76184119   3.79412314 113.        ],"(-5, 1, 11)",[ 5 27  0 25],"[[10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
2225,1.1,1.0829074382781982,[ -7.60200938   2.69059118 109.        ],"(-4, 1, 10)",[27 29  6 22],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
2559,1.13,1.1096673011779785,[ -7.23309127   3.3760403  112.        ],"(-4, 1, 11)",[ 5  0  6 30],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
2894,1.17,1.1529414653778076,[ -8.57708638   3.08579694 112.        ],"(-5, 1, 11)",[27 29 22  2],"[[  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
3237,1.33,1.3091869354248047,[ -8.58219842   4.95254352 115.5       ],"(-5, 2, 11)",[ 9  0  5 26],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
3558,1.11,1.095109462738037,[ -8.95091408   1.91372533 108.        ],"(-5, 0, 10)",[29 32 27 31],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
3885,1.25,1.2345466613769531,[ -8.26258378   3.98929479 109.5       ],"(-5, 1, 10)",[ 9  5  0 26],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
