update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
896,2.28,1.2146492004394531,[-17.4363338   -1.94581844 109.5       ],"(-9, -1, 10)",[6 2 7 5],"[[0.  0.7]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
1228,1.35,1.1297237873077393,[ -8.03188542   5.54580678 109.5       ],"(-5, 2, 10)",[13 22  3  1],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
1559,1.13,1.109715461730957,[ -7.13845494   5.27971496 108.        ],"(-4, 2, 10)",[8 3 7 2],"[[-10.    0.7]
 [-10.    0.3]
 [  0.    0.7]
 [  0.    0.3]]"
1898,1.2,1.1837055683135986,[ -7.76979978   4.70465436 114.5       ],"(-4, 2, 11)",[ 3 13 11  8],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
2222,1.11,1.0975587368011475,[ -7.13042073   4.97552598 109.5       ],"(-4, 2, 10)",[ 3 13  2  6],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
2549,1.13,1.1122066974639893,[ -7.71240272   5.67691525 111.        ],"(-4, 2, 11)",[ 3 13  2  7],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
2883,1.11,1.0954971313476562,[ -8.35747775   4.43211852 110.5       ],"(-5, 2, 11)",[ 3 13  2 16],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
3212,1.08,1.062819242477417,[ -8.80747427   5.17220641 107.5       ],"(-5, 2, 10)",[ 3  2  6 12],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [ 10.    0.3]]"
3542,1.21,1.196610689163208,[ -6.46413872   6.48605442 110.5       ],"(-4, 3, 11)",[ 3 13 14 11],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
3867,1.08,1.065218210220337,[ -8.00311541   4.3749857  107.        ],"(-5, 2, 10)",[ 6  2 22  3],"[[  0.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
