update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
898,2.42,1.3684360980987549,[-17.4363338   -1.94581844 111.        ],"(-9, -1, 11)",[32 18 14 13],"[[  0.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
1236,1.32,1.059669017791748,[ -6.83043289   3.48183321 112.        ],"(-4, 1, 11)",[22  6 26 24],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
1574,1.21,1.1951332092285156,[ -5.6290911   5.6374567 112.5      ],"(-3, 2, 11)",[ 3 32 18 14],"[[-10.    0.3]
 [  0.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
1906,1.16,1.1449413299560547,[ -4.920943    4.0422495 110.       ],"(-3, 2, 11)",[26  8  6  2],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
2225,1.23,1.212054967880249,[ -4.77344269   5.13162117 107.        ],"(-3, 2, 10)",[32  3 18 14],"[[  0.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]]"
2552,1.18,1.1652088165283203,[ -6.54546554   2.37957782 109.        ],"(-4, 1, 10)",[ 8 26 24  2],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
2887,1.22,1.207892656326294,[ -5.81503032   5.7860667  110.5       ],"(-3, 2, 11)",[ 3 32 18 13],"[[-10.    0.3]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
3215,1.11,1.0909252166748047,[ -5.44178659   4.46522878 110.        ],"(-3, 2, 11)",[34 26 35 27],"[[10.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
3536,1.16,1.1458139419555664,[ -6.58042044   4.26628036 106.5       ],"(-4, 2, 10)",[18 16 32  5],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.7]
 [ 0.   0.7]]"
3874,1.12,1.103273868560791,[ -5.43402533   4.57096981 110.5       ],"(-3, 2, 11)",[34 22 24 26],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
