update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
899,2.5,1.4658901691436768,[-17.4363338   -1.94581844 111.5       ],"(-9, -1, 11)",[27  0 12 25],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
1229,1.91,1.2332539558410645,[-10.36484879   1.71888442 110.        ],"(-6, 0, 11)",[ 0 27 26 18],"[[ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
1561,1.25,1.2350399494171143,[-10.52283268   1.9610693  109.5       ],"(-6, 0, 10)",[27  0 30 12],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
1886,1.26,1.2486991882324219,[-10.58153946   2.67186357 109.        ],"(-6, 1, 10)",[ 0 18 26 27],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
2219,1.2,1.1845202445983887,[-10.73161039   2.36072369 112.5       ],"(-6, 1, 11)",[27 30  6 12],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]]"
2552,1.22,1.203139305114746,[-11.09065607   2.11168408 109.5       ],"(-6, 1, 10)",[ 0 18 26 16],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
2883,1.17,1.1551363468170166,[-10.23705611   2.10487993 113.        ],"(-6, 1, 11)",[27  6 30 22],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
3210,1.2,1.1840569972991943,[ -9.81676998   3.7187267  108.5       ],"(-5, 1, 10)",[ 0 18 26 16],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
3540,1.23,1.2129545211791992,[-11.21629574   2.04081849 111.        ],"(-6, 1, 11)",[27 12  6  2],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]]"
3871,1.26,1.247154712677002,[-11.22080587   1.99292827 110.5       ],"(-6, 0, 11)",[ 0 18 26  1],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
