update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
919,1.52,0.6847751140594482,None,"('N', 'o', 'n', 'e')",None
1253,0.58,0.5589249134063721,None,"('N', 'o', 'n', 'e')",None
1575,0.58,0.5605509281158447,None,"('N', 'o', 'n', 'e')",None
1913,0.5,0.48487234115600586,None,"('N', 'o', 'n', 'e')",None
2239,0.53,0.5185062885284424,None,"('N', 'o', 'n', 'e')",None
2576,0.57,0.5583126544952393,None,"('N', 'o', 'n', 'e')",None
2899,0.56,0.5484187602996826,None,"('N', 'o', 'n', 'e')",None
3228,0.56,0.5482494831085205,None,"('N', 'o', 'n', 'e')",None
3558,0.54,0.5198161602020264,None,"('N', 'o', 'n', 'e')",None
3893,0.55,0.5343947410583496,None,"('N', 'o', 'n', 'e')",None
