update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
978,1.4,0.5049037933349609,None,"('N', 'o', 'n', 'e')",None
1307,0.54,0.5257976055145264,None,"('N', 'o', 'n', 'e')",None
1642,0.54,0.5243728160858154,None,"('N', 'o', 'n', 'e')",None
1975,0.5,0.4848906993865967,None,"('N', 'o', 'n', 'e')",None
2299,0.51,0.49753737449645996,None,"('N', 'o', 'n', 'e')",None
2638,0.63,0.6167914867401123,None,"('N', 'o', 'n', 'e')",None
2968,0.58,0.5594289302825928,None,"('N', 'o', 'n', 'e')",None
3299,0.56,0.5477101802825928,None,"('N', 'o', 'n', 'e')",None
3622,1.04,0.8082571029663086,None,"('N', 'o', 'n', 'e')",None
3959,0.57,0.5549201965332031,None,"('N', 'o', 'n', 'e')",None
