update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
988,1.26,0.49701976776123047,None,"('N', 'o', 'n', 'e')",None
1330,0.54,0.524529218673706,None,"('N', 'o', 'n', 'e')",None
1652,0.51,0.4973323345184326,None,"('N', 'o', 'n', 'e')",None
1982,0.52,0.5075056552886963,None,"('N', 'o', 'n', 'e')",None
2306,0.5,0.4788172245025635,None,"('N', 'o', 'n', 'e')",None
2632,0.53,0.513779878616333,None,"('N', 'o', 'n', 'e')",None
2969,0.51,0.49464845657348633,None,"('N', 'o', 'n', 'e')",None
3302,0.52,0.5051627159118652,None,"('N', 'o', 'n', 'e')",None
3626,0.52,0.5035867691040039,None,"('N', 'o', 'n', 'e')",None
3955,0.52,0.5032985210418701,None,"('N', 'o', 'n', 'e')",None
