update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
898,1.95,0.9049935340881348,[-17.4363338   -1.94581844 111.        ],"(-9, -1, 11)","[3, 1, 0]","[(0, 0.3), (0, 0.3), (0, 0.3)]"
1228,0.91,0.8948409557342529,[ -8.19315374   3.01998896 111.        ],"(-5, 1, 11)","[5, 3, 1, 0]","[(0, 0.7), (0, 0.3), (0, 0.3), (0, 0.3)]"
1562,0.92,0.9005227088928223,[ -8.28568836   2.70162177 111.5       ],"(-5, 1, 11)","[1, 3, 5, 0]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
1886,0.95,0.9353780746459961,[ -7.44347856   3.60068552 110.        ],"(-4, 1, 11)","[1, 3, 2, 0]","[(0, 0.3), (0, 0.3), (0, 0.3), (0, 0.3)]"
2216,0.9,0.8870837688446045,[ -8.28620815   2.96989322 109.5       ],"(-5, 1, 10)","[1, 3, 6, 0]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
2546,0.89,0.8772425651550293,[ -8.67312745   3.05432996 110.        ],"(-5, 1, 11)","[1, 5, 3, 6]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.7)]"
2874,0.97,0.9576239585876465,[ -7.95018737   4.15665388 109.        ],"(-4, 2, 10)","[1, 3, 2, 0]","[(0, 0.3), (0, 0.3), (0, 0.3), (0, 0.3)]"
3208,0.9,0.8866548538208008,[ -9.26746812   4.6249372  112.        ],"(-5, 2, 11)","[1, 0, 9, 5]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.7)]"
3539,0.91,0.8949682712554932,[ -8.99058498   3.12323418 108.        ],"(-5, 1, 10)","[1, 3, 7, 2]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
3861,0.86,0.839611291885376,[ -9.05387239   3.38637348 107.5       ],"(-5, 1, 10)","[1, 7, 9, 3]","[(0, 0.3), (0, 0.7), (0, 0.7), (0, 0.3)]"
