update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
958,3.06,1.2927181720733643,[-17.4363338   -1.94581844 138.5       ],"(-9, -1, 13)",[19 27  3 16],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
1377,1.26,1.161616563796997,[ -8.22272232  10.6920277  140.5       ],"(-5, 5, 14)",[29 13 24 17],"[[-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
1791,1.56,1.244734525680542,[ -7.2047386   11.33191395 133.        ],"(-4, 5, 13)",[19 15  8  3],"[[ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
2215,1.46,1.2528023719787598,[ -7.67054068  10.12467285 141.5       ],"(-4, 5, 14)",[13 27 24 29],"[[ 10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
2638,1.52,1.290726900100708,[ -7.04093013  10.40397906 141.5       ],"(-4, 5, 14)",[19  3  8  1],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
3056,1.45,1.2198596000671387,[ -7.51477262  10.66311137 143.5       ],"(-4, 5, 14)",[24 17 10 13],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
3478,1.68,1.3575515747070312,[ -7.82489208  10.55758874 140.        ],"(-4, 5, 14)",[19 14 16 15],"[[10.   0.7]
 [10.   0.3]
 [10.   0.3]
 [10.   0.3]]"
3901,1.39,1.2122690677642822,[ -8.29153225  10.21308839 141.5       ],"(-5, 5, 14)",[24 13 17 29],"[[ 10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
4318,1.51,1.3090462684631348,[ -7.88575911  10.728572   140.5       ],"(-4, 5, 14)",[19  3 26  8],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
4739,1.47,1.257913589477539,[ -7.31561491  10.64109964 139.        ],"(-4, 5, 13)",[24 13  0 10],"[[10.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]]"
5154,1.5,1.307781457901001,[ -6.83361591  10.77147159 138.5       ],"(-4, 5, 13)",[19 16  3 15],"[[ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
5573,1.55,1.1744179725646973,[ -7.40979076  10.18280193 138.        ],"(-4, 5, 13)",[24 17 13 10],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
5996,1.7,1.3875243663787842,[ -7.79023778  10.66374034 142.        ],"(-4, 5, 14)",[19 16 14 31],"[[10.   0.7]
 [10.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
6415,1.59,1.2562901973724365,[ -7.25992149  11.20883606 139.5       ],"(-4, 5, 13)",[24 27 17 13],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.3]]"
6848,1.55,1.3674049377441406,[ -7.79407135  10.47695333 146.        ],"(-4, 5, 14)",[ 3 26  8  1],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
7253,1.51,1.2072257995605469,[ -7.35721255  11.5032678  135.5       ],"(-4, 5, 13)",[27 29 24 17],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
7677,1.58,1.3214640617370605,[ -7.39314752  11.20643543 141.5       ],"(-4, 5, 14)",[19 14 15 16],"[[10.   0.7]
 [10.   0.3]
 [10.   0.3]
 [10.   0.3]]"
8105,1.55,1.2365117073059082,[ -7.60349124  10.35081025 141.5       ],"(-4, 5, 14)",[24 17 13 20],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [10.   0.7]]"
8521,1.61,1.241112232208252,[ -7.79930307  10.61173436 141.        ],"(-4, 5, 14)",[19  8  3 26],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
8939,1.5,1.2068078517913818,[ -7.17174286  10.08263713 140.5       ],"(-4, 5, 14)",[27 29 24 17],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
9356,1.54,1.2547945976257324,[ -7.65932574  10.61822235 139.        ],"(-4, 5, 13)",[19 16 21 15],"[[10.   0.7]
 [10.   0.3]
 [10.   0.7]
 [10.   0.3]]"
