update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
997,0.79,0.7286670207977295,None,"('N', 'o', 'n', 'e')",None,None
1327,0.72,0.5170981884002686,None,"('N', 'o', 'n', 'e')",None,None
1650,0.74,0.51198410987854,None,"('N', 'o', 'n', 'e')",None,None
1978,0.71,0.5367641448974609,None,"('N', 'o', 'n', 'e')",None,None
2296,0.76,0.5285887718200684,None,"('N', 'o', 'n', 'e')",None,None
2651,0.61,0.5943946838378906,None,"('N', 'o', 'n', 'e')",None,None
2993,0.51,0.49370813369750977,None,"('N', 'o', 'n', 'e')",None,None
3299,0.5,0.48016834259033203,None,"('N', 'o', 'n', 'e')",None,None
3630,0.56,0.5473170280456543,None,"('N', 'o', 'n', 'e')",None,None
3967,0.55,0.5306234359741211,None,"('N', 'o', 'n', 'e')",None,None
