update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
953,1.63,0.3766617774963379,[-17.4363338   -1.94581844 112.        ],"(-9, -1, 11)",[1],"[(0, 0.3)]"
1286,0.52,0.505826473236084,[ -7.07055506   9.03915002 111.5       ],"(-4, 4, 11)","[4, 1]","[(0, 0.7), (0, 0.3)]"
1618,0.87,0.8585152626037598,[ -7.31160854   9.81543089 109.        ],"(-4, 4, 10)","[5, 2, 0, 4]","[(0, 0.7), (0, 0.3), (0, 0.3), (0, 0.7)]"
1932,0.72,0.7058861255645752,[ -7.11480698   9.61741751 107.        ],"(-4, 4, 10)","[5, 2, 0]","[(0, 0.7), (0, 0.3), (0, 0.3)]"
2290,0.58,0.567549467086792,[ -8.27316991   8.38804101 125.5       ],"(-5, 4, 12)","[6, 1]","[(0, 0.7), (0, 0.3)]"
2622,0.78,0.7666826248168945,[ -7.75539779   7.90329149 111.        ],"(-4, 3, 11)","[5, 4, 7, 1]","[(0, 0.7), (0, 0.7), (0, 0.7), (0, 0.3)]"
2945,0.79,0.7701849937438965,[ -7.27722793   9.20357753 108.        ],"(-4, 4, 10)","[6, 0, 2]","[(0, 0.7), (0, 0.3), (0, 0.3)]"
3267,0.79,0.7773802280426025,[ -7.83819166   7.92894917 108.5       ],"(-4, 3, 10)","[8, 1, 5, 6]","[(0, 0.7), (0, 0.3), (0, 0.7), (0, 0.7)]"
3590,0.72,0.7075836658477783,[ -7.34465311   8.43949761 108.        ],"(-4, 4, 10)","[6, 1, 4]","[(0, 0.7), (0, 0.3), (0, 0.7)]"
3926,0.53,0.5135736465454102,[ -7.46212607   8.79882634 114.        ],"(-4, 4, 11)","[6, 8]","[(0, 0.7), (0, 0.7)]"
