update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
939,2.96,1.0359766483306885,[-17.4363338   -1.94581844 138.        ],"(-9, -1, 13)",[27 29 22 24],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
1351,1.03,1.0133020877838135,[-10.29970331   4.89579177 136.5       ],"(-6, 2, 13)",[ 5 11 12 21],"[[  0.    0.7]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
1769,1.12,1.10526442527771,[-11.6427151    3.61125186 137.5       ],"(-6, 1, 13)",[27 22 29 13],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
2197,1.08,1.066840648651123,[-11.19115926   4.76440828 139.        ],"(-6, 2, 13)",[ 5 11 21 18],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
2624,1.16,1.1466388702392578,[-11.65146484   4.07908819 144.5       ],"(-6, 2, 14)",[27 29 22 13],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
3028,1.15,1.1343514919281006,[-11.33973587   4.41550999 137.        ],"(-6, 2, 13)",[ 5 11 21  2],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
3310,1.1,1.0823757648468018,[-13.39434761   1.99043652 103.5       ],"(-7, 0, 10)",[13 22 27 24],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
3733,1.18,1.1612296104431152,[-10.59558504   5.44578087 139.        ],"(-6, 2, 13)",[ 5 11 12 21],"[[  0.    0.7]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
