update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
939,3.0,1.0375823974609375,[-17.4363338   -1.94581844 137.        ],"(-9, -1, 13)",[11 21  4  7],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
1359,1.1,1.0880248546600342,[-11.10316646   6.8372811  142.5       ],"(-6, 3, 14)",[14  7 22 19],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
1778,1.04,1.0267658233642578,[-11.12007155   6.28645063 140.        ],"(-6, 3, 14)",[11 21  4 18],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.3]]"
2198,1.05,1.037684679031372,[-11.57454367   6.15932287 141.5       ],"(-6, 3, 14)",[14 22 23  7],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
2614,1.07,1.053633213043213,[-10.96875557   6.85265676 138.        ],"(-6, 3, 13)",[11 21  1 18],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
3039,1.04,1.0265300273895264,[-11.54866949   6.36740007 141.        ],"(-6, 3, 14)",[14  7 13 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
3457,1.1,1.080801010131836,[-11.03914386   6.15285012 135.        ],"(-6, 3, 13)",[11 21 19 12],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
3870,1.14,1.1236968040466309,[-10.60917981   7.10100597 139.        ],"(-6, 3, 13)",[ 7 22 23 19],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
4294,1.03,1.0138812065124512,[-10.57535321   7.07372554 141.        ],"(-6, 3, 14)",[11 21 18  4],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.7]]"
4718,1.04,1.0273633003234863,[-11.27111967   6.75317457 140.5       ],"(-6, 3, 14)",[14  7 22 13],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
5137,1.09,1.0737802982330322,[-10.71444861   6.65298078 140.        ],"(-6, 3, 14)",[11 21 23 19],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
5553,1.18,1.1646404266357422,[-11.89441981   5.70725471 138.5       ],"(-6, 2, 13)",[ 7 20 19 22],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
5977,1.15,1.1340789794921875,[-11.47743827   6.08021272 139.5       ],"(-6, 3, 13)",[11 21  2 18],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
6392,1.04,1.027003288269043,[-11.54311845   6.31137601 136.5       ],"(-6, 3, 13)",[14  7 13 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
6816,1.09,1.0693819522857666,[-11.18763094   7.0018254  143.        ],"(-6, 3, 14)",[11 21 18  4],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.7]]"
7237,1.08,1.0668540000915527,[-11.42709806   6.56056426 140.        ],"(-6, 3, 14)",[14 13  7 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
7663,1.01,0.989168643951416,[-10.93561291   6.48283983 137.5       ],"(-6, 3, 13)",[11 21 18  4],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.7]]"
8080,1.07,1.056701898574829,[-11.62920301   6.6083385  138.        ],"(-6, 3, 13)",[13  7 14 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
8506,1.08,1.065119743347168,[-11.55229338   6.35361844 141.        ],"(-6, 3, 14)",[11 21 19 18],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
8923,1.04,1.0194752216339111,[-11.08254648   6.79677199 140.5       ],"(-6, 3, 14)",[ 7 23 13 22],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
9330,0.99,0.976250410079956,[-11.6350831    5.99633585 134.        ],"(-6, 2, 13)",[11 21  5  4],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
9758,1.05,1.0332694053649902,[-10.91807656   6.51892068 143.        ],"(-6, 3, 14)",[ 7 14 13 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
10172,1.09,1.0736539363861084,[-11.43715918   6.56211524 137.5       ],"(-6, 3, 13)",[11 21 18  1],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
10592,1.07,1.0493426322937012,[-10.92549135   7.51477227 140.        ],"(-6, 3, 14)",[14  7 13 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
11021,1.09,1.0762691497802734,[-10.810109     7.61491872 143.5       ],"(-6, 3, 14)",[11 21 20 12],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
11447,1.12,1.0993945598602295,[-11.93138356   5.8947613  144.        ],"(-6, 2, 14)",[ 7 14 22 25],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
11853,1.17,1.1528897285461426,[-10.74320584   7.14638735 138.5       ],"(-6, 3, 13)",[19 11 20  2],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
12271,1.12,1.1057729721069336,[-11.07809388   6.63026572 139.        ],"(-6, 3, 13)",[25 21 18 23],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
12700,1.11,1.0958271026611328,[-11.25376743   7.49021465 144.        ],"(-6, 3, 14)",[ 7 13 20 14],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
13110,1.11,1.0960991382598877,[-11.0190076    6.67551689 138.        ],"(-6, 3, 13)",[11 21 25 18],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
13530,1.09,1.0772576332092285,[-11.56423623   6.43394021 136.5       ],"(-6, 3, 13)",[13 14  7 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
13952,1.19,1.1775739192962646,[-11.64480111   7.02563839 140.        ],"(-6, 3, 14)",[11 21 25 19],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
14374,1.09,1.0724127292633057,[-11.44308496   6.75716278 139.        ],"(-6, 3, 13)",[ 1 14 13  7],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
14801,1.15,1.1325607299804688,[-11.77667075   6.14813192 144.5       ],"(-6, 3, 14)",[25 21 11  4],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
15221,1.07,1.0579116344451904,[-12.62300187   5.42352716 141.        ],"(-7, 2, 14)",[ 7 14 13 22],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
15634,1.23,1.2139832973480225,[-12.40975464   6.15438246 138.        ],"(-7, 3, 13)",[11 21 25  1],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
16057,1.12,1.0988452434539795,[-11.83814759   6.54551338 143.5       ],"(-6, 3, 14)",[23 14 13 24],"[[-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
16486,1.23,1.2089052200317383,[-12.28377788   6.38744044 142.        ],"(-7, 3, 14)",[11 21 25 18],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
16768,1.04,1.022355079650879,[-12.86601965   4.10324599  70.        ],"(-7, 2, 7)",[13 14  7 20],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
17197,1.12,1.1071641445159912,[-11.59098895   6.93022906 146.        ],"(-6, 3, 14)",[29 11 25 21],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
17602,1.08,1.0659475326538086,[-11.76659291   5.77934205 135.5       ],"(-6, 2, 13)",[29 13 14  7],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
18018,1.18,1.1625633239746094,[-11.70329717   6.26567642 139.        ],"(-6, 3, 13)",[29 11 25 18],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
18443,1.13,1.1131088733673096,[-10.96890455   6.78426134 143.        ],"(-6, 3, 14)",[29 14 23  1],"[[  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
18864,1.11,1.0972785949707031,[-11.90978176   6.02026639 138.        ],"(-6, 3, 13)",[29 11 25 21],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
19274,1.05,1.0325186252593994,[-12.17314379   6.71391162 137.        ],"(-7, 3, 13)",[29 13  7 14],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
19703,1.09,1.074554681777954,[-10.77044995   6.78567691 144.5       ],"(-6, 3, 14)",[29 11 25 21],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
20127,1.15,1.1369929313659668,[-11.11923533   6.71434344 142.5       ],"(-6, 3, 14)",[29  0 13 14],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
20547,1.16,1.142439603805542,[ -9.88016639   6.68098653 137.        ],"(-5, 3, 13)",[29 25 11 21],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
20957,1.13,1.1093575954437256,[-10.89569246   6.94223055 138.        ],"(-6, 3, 13)",[29 14  7 30],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
21375,1.2,1.1843726634979248,[-10.24282638   7.36441041 141.        ],"(-6, 3, 14)",[29 25 21  1],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
21794,1.17,1.159153938293457,[-10.55904234   6.87442725 136.5       ],"(-6, 3, 13)",[29 30 13 20],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
22221,1.19,1.176419973373413,[-10.60358828   7.54287323 142.        ],"(-6, 3, 14)",[29 25 11  1],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
22640,1.15,1.1309401988983154,[-10.61966067   7.19039707 142.5       ],"(-6, 3, 14)",[29 30 22 13],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
23059,1.19,1.1736774444580078,[-11.64263317   6.65904498 136.5       ],"(-6, 3, 13)",[29 11 25  1],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
23483,1.16,1.1409251689910889,[-11.03556819   7.09021522 141.        ],"(-6, 3, 14)",[29 30 13 14],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
23900,1.14,1.1267564296722412,[-10.11916571   7.02467152 139.5       ],"(-6, 3, 13)",[29 11 25 21],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
24323,1.15,1.134324312210083,[-11.21075412   7.20729722 142.        ],"(-6, 3, 14)",[29 30 13 14],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
24744,1.2,1.1819047927856445,[-10.40566141   6.78052036 142.5       ],"(-6, 3, 14)",[29 25 11 21],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
25157,1.15,1.1301302909851074,[ -9.77267255   7.31723445 140.5       ],"(-5, 3, 14)",[29 30 13 14],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
25575,1.28,1.266794204711914,[-10.77955229   6.71034595 139.        ],"(-6, 3, 13)",[29 25 11  1],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
25990,1.22,1.2049839496612549,[-10.51015291   7.58254317 138.5       ],"(-6, 3, 13)",[29 30  0 13],"[[ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
26416,1.17,1.1522393226623535,[-12.03537104   5.94660678 146.5       ],"(-7, 2, 14)",[29 25 11 21],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
26846,1.16,1.139719009399414,[-10.5284937    7.65503997 144.5       ],"(-6, 3, 14)",[29 13 14 23],"[[  0.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
27267,1.14,1.1234087944030762,[-10.9831355   6.8505297 139.       ],"(-6, 3, 13)",[29 25 11 21],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
27686,1.13,1.117246150970459,[-12.03456505   5.73918515 142.5       ],"(-7, 2, 14)",[29 14 13 30],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
28110,1.16,1.148496150970459,[-11.69449021   5.76334437 139.5       ],"(-6, 2, 13)",[29 25 18  4],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.7]]"
28527,1.16,1.1482083797454834,[-12.09908095   6.02710709 141.5       ],"(-7, 3, 14)",[29 13 30 14],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
28938,1.14,1.1275508403778076,[-11.50433181   5.60340352 135.5       ],"(-6, 2, 13)",[29 25 11  4],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
29366,1.13,1.1151883602142334,[-11.26142208   7.01540488 142.        ],"(-6, 3, 14)",[29 13 14  7],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
29793,1.22,1.2014553546905518,[-11.98030788   6.22840734 143.        ],"(-6, 3, 14)",[29 25 11 21],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
30188,1.19,1.168987512588501,[-11.23295623   7.33636137 132.5       ],"(-6, 3, 13)",[29 30 14 13],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
30617,1.22,1.1988978385925293,[-11.92032532   6.63821371 142.5       ],"(-6, 3, 14)",[29 25 11 18],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
