update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
894,3.96,1.399653434753418,[-17.4363338   -1.94581844 111.5       ],"(-9, -1, 11)",[16  6  3 14],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
1236,1.69,1.1548736095428467,[ -7.89316661   7.62025414 114.5       ],"(-4, 3, 11)",[29  5 28  8],"[[-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
1572,1.32,1.299438714981079,[ -6.28964285   6.19830613 114.5       ],"(-4, 3, 11)",[29 16  3 35],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
1899,1.24,1.2191219329833984,[ -5.64979162   5.61608599 111.5       ],"(-3, 2, 11)",[29 16 28  5],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
2229,1.31,1.2964463233947754,[ -6.41494772   5.38243934 110.        ],"(-4, 2, 11)",[29 16  5  3],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [  0.    0.3]]"
2582,1.35,1.3377647399902344,[ -6.71395588   5.88575838 120.        ],"(-4, 2, 12)",[29 16 14 11],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
2879,1.1,1.085695505142212,[-5.79597522  5.85348426 95.5       ],"(-3, 2, 9)",[37 29 20 22],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
3203,1.32,1.306290626525879,[ -5.49927676   6.71160874 113.        ],"(-3, 3, 11)",[36 37  3 16],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
3531,1.25,1.2292823791503906,[ -4.01601609   6.65678903 106.        ],"(-3, 3, 10)",[39 37 29 16],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
3860,1.21,1.1954450607299805,[ -5.30068743   7.64375201 111.5       ],"(-3, 3, 11)",[36 21 11 37],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
