update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
863,4.24,1.3695731163024902,[-17.4363338   -1.94581844 140.5       ],"(-9, -1, 14)",[29 27 14  1],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
1279,1.2,1.1204164028167725,[ -9.53813077   6.02148061 137.5       ],"(-5, 3, 13)",[29 28  9 22],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
1682,1.25,1.229989767074585,[-10.05962345   5.47909099 131.5       ],"(-6, 2, 13)",[24 14 21  6],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [  0.    0.7]]"
2124,1.22,1.2054121494293213,[-10.38890681   5.64867103 146.        ],"(-6, 2, 14)",[29 23  9 28],"[[-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
2552,1.26,1.2453627586364746,[ -9.52898546   5.79675524 141.5       ],"(-5, 2, 14)",[ 1 29 24  8],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
2962,1.14,1.1191182136535645,[ -8.40188688   7.09233162 138.5       ],"(-5, 3, 13)",[29  9 23 28],"[[-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
3367,1.35,1.3349902629852295,[ -8.8633048    6.88317699 137.        ],"(-5, 3, 13)",[ 1 14 24 26],"[[  0.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
3788,1.23,1.2156565189361572,[ -9.60742937   5.90169678 138.5       ],"(-5, 2, 13)",[29 22  9 28],"[[-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
4223,1.35,1.334904432296753,[ -8.93583629   6.87349128 146.        ],"(-5, 3, 14)",[ 1 29  5 14],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.3]]"
4631,1.26,1.240715742111206,[ -8.90247115   5.9470737  134.        ],"(-5, 2, 13)",[29 15 28  1],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
5061,1.38,1.3675994873046875,[-10.02137208   5.44813549 149.        ],"(-6, 2, 14)",[29 15  1 26],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
5480,1.24,1.2205185890197754,[ -9.37915213   6.00531951 140.5       ],"(-5, 3, 14)",[ 9 29 31 22],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
5896,1.16,1.1473350524902344,[ -9.55213191   5.86227047 138.        ],"(-5, 2, 13)",[29  9 28  5],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
