update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
966,0.75,0.3800039291381836,None,"('N', 'o', 'n', 'e')",None,None
1293,0.26,0.24598979949951172,None,"('N', 'o', 'n', 'e')",None,None
1621,0.28,0.26340222358703613,None,"('N', 'o', 'n', 'e')",None,None
1956,0.25,0.2357490062713623,None,"('N', 'o', 'n', 'e')",None,None
2285,0.25,0.2294936180114746,None,"('N', 'o', 'n', 'e')",None,None
2616,0.24,0.2268521785736084,None,"('N', 'o', 'n', 'e')",None,None
2945,0.25,0.23173141479492188,None,"('N', 'o', 'n', 'e')",None,None
3274,0.24,0.2265305519104004,None,"('N', 'o', 'n', 'e')",None,None
3610,0.27,0.25507092475891113,None,"('N', 'o', 'n', 'e')",None,None
3939,0.23,0.21246123313903809,None,"('N', 'o', 'n', 'e')",None,None
