update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
949,2.01,1.4728071689605713,[-17.4363338   -1.94581844 142.        ],"(-9, -1, 14)",[ 9  0 21 22],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
1368,1.67,1.357480764389038,[ -9.31664438   8.38585278 139.        ],"(-5, 4, 13)",[ 1 29 25  3],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
1778,1.46,1.1746928691864014,[ -9.76028849   7.7745254  140.        ],"(-5, 3, 14)",[ 9 21 30 22],"[[  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
2213,1.66,1.3314368724822998,[ -9.68235098   7.8759861  146.        ],"(-5, 3, 14)",[29  1  9 25],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [ 10.    0.7]]"
2635,1.64,1.2100238800048828,[ -9.26404977   8.11760838 140.5       ],"(-5, 4, 14)",[ 9 21 30 22],"[[  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
3047,1.74,1.4497385025024414,[ -7.72418639   9.98223761 140.        ],"(-4, 4, 14)",[ 3  0  1 29],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
3458,1.65,1.2119591236114502,[ -8.28983755   8.93959374 139.        ],"(-5, 4, 13)",[21 33 30  9],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
3876,1.75,1.3930842876434326,[ -8.45521027   9.41904213 138.5       ],"(-5, 4, 13)",[ 0  3 22  1],"[[  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
4311,1.7,1.2241642475128174,[ -8.65117494   8.79673307 146.5       ],"(-5, 4, 14)",[ 9 12 30 16],"[[  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.3]]"
4712,1.77,1.3176071643829346,[ -8.5777625    9.32653216 132.5       ],"(-5, 4, 13)",[ 1 25  2 29],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
5143,1.71,1.1406588554382324,[ -9.90206544   7.84151225 145.5       ],"(-5, 3, 14)",[33 21 30  9],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
5565,1.72,1.3345136642456055,[ -9.37344529   8.78478774 140.        ],"(-5, 4, 14)",[ 0  1 22  2],"[[  0.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
5975,1.57,1.1974079608917236,[ -9.16976519   8.55714001 135.5       ],"(-5, 4, 13)",[19  2  9 33],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
6391,1.96,1.3637685775756836,[ -8.37653834   9.08616977 137.        ],"(-5, 4, 13)",[ 2  1  0 15],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
6817,1.47,1.202918291091919,[ -8.31928627   8.89833084 146.5       ],"(-5, 4, 14)",[22  9 30 12],"[[ 10.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
7243,1.86,1.3909428119659424,[ -7.65984029   9.90174016 139.5       ],"(-4, 4, 13)",[ 2  1 35  0],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
7655,1.63,1.298652172088623,[ -7.28804669   9.61740864 141.        ],"(-4, 4, 14)",[21 30  9 16],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]]"
8089,2.11,1.4161877632141113,[ -8.12628704   8.98948151 143.        ],"(-5, 4, 14)",[22  2  1  0],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
8499,1.69,1.2558677196502686,[ -7.79764477   9.8577902  137.5       ],"(-4, 4, 13)",[12 30 28  9],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.7]]"
8916,1.79,1.4146716594696045,[ -8.67358605   9.10862719 140.        ],"(-5, 4, 14)",[ 2  1  3 25],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
9340,1.54,1.2069087028503418,[ -9.5567132    8.41650244 140.5       ],"(-5, 4, 14)",[30 33  9 21],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
9766,1.96,1.3716678619384766,[ -8.31969985   9.62076992 138.5       ],"(-5, 4, 13)",[ 1  2  0 25],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
10179,1.68,1.2134499549865723,[ -8.00606361   9.45653005 138.        ],"(-5, 4, 13)",[12 30  9 33],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
10600,1.91,1.4579038619995117,[ -7.92320955   8.79587839 138.5       ],"(-4, 4, 13)",[ 1  0 22 35],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
11019,1.68,1.2280824184417725,[ -9.52618208   8.0174481  139.        ],"(-5, 4, 13)",[33 30 12 21],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
11445,1.82,1.3180327415466309,[ -8.15532769   9.23613712 144.        ],"(-5, 4, 14)",[ 1 25 35  9],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
11857,1.52,1.1585373878479004,[ -7.70692214   9.50504067 135.5       ],"(-4, 4, 13)",[22 30  9 33],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
12281,1.98,1.3693227767944336,[ -8.66209776   8.87449277 142.        ],"(-5, 4, 14)",[ 1  0 15 25],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]]"
12700,1.6,1.2273082733154297,[ -8.68379675   9.34733805 138.5       ],"(-5, 4, 13)",[30  9 28 12],"[[-10.    0.7]
 [  0.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
13122,1.73,1.3349809646606445,[ -7.99790075   9.50534655 141.5       ],"(-4, 4, 14)",[ 1 22  2  9],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
13549,1.59,1.2459144592285156,[ -9.47312507   9.041375   141.        ],"(-5, 4, 14)",[28 30  9 33],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
13966,1.89,1.3632118701934814,[ -9.06240386   7.71178763 139.        ],"(-5, 3, 13)",[2 1 0 8],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
14384,1.46,1.1519272327423096,[ -7.86663368   9.00482325 141.        ],"(-4, 4, 14)",[ 9 12 33 30],"[[  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
14807,1.95,1.412862777709961,[ -8.88120656   8.96925519 139.        ],"(-5, 4, 13)",[2 1 0 8],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
15207,1.61,1.2819390296936035,[ -7.59019823   9.89546839 137.        ],"(-4, 4, 13)",[35 22  9 10],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.7]
 [ 0.   0.7]]"
15643,1.89,1.3452606201171875,[ -7.47804984   9.88642346 142.5       ],"(-4, 4, 14)",[ 2 35 33  1],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
16060,1.55,1.2018392086029053,[ -7.61065574   9.94696468 136.5       ],"(-4, 4, 13)",[22  9 30 12],"[[ 10.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
16480,1.88,1.4975218772888184,[ -7.24096487   9.9405618  140.        ],"(-4, 4, 14)",[1 2 0 5],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
16903,1.69,1.2244577407836914,[ -7.17977196  10.4336533  138.5       ],"(-4, 5, 13)",[22 30  9 12],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
17321,1.86,1.4178762435913086,[ -6.6049061   11.13578447 140.5       ],"(-4, 5, 14)",[ 1  2 33  0],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
17740,1.71,1.3045704364776611,[ -6.71642297  11.57501589 136.        ],"(-4, 5, 13)",[ 2 33 21 30],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
18161,2.1,1.5244965553283691,[ -5.86205401  11.75096703 141.5       ],"(-3, 5, 14)",[38  1  2  0],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
18589,1.71,1.2999334335327148,[ -6.39507445  10.85861859 142.        ],"(-4, 5, 14)",[22  9 12 30],"[[ 10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
19007,2.06,1.5789265632629395,[ -7.30105844  10.04541537 141.5       ],"(-4, 5, 14)",[38  1  2  0],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
19413,1.69,1.238664150238037,[ -7.21856024  10.13558022 133.5       ],"(-4, 5, 13)",[36  9 30 12],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
19846,1.87,1.4409570693969727,[ -6.85565303  11.37362769 144.5       ],"(-4, 5, 14)",[37  1 38 25],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
20264,1.69,1.303748607635498,[ -7.29047539  10.95180549 138.5       ],"(-4, 5, 13)",[ 9 30 13 12],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
20682,2.19,1.5219042301177979,[ -7.50210585  10.86516357 138.        ],"(-4, 5, 13)",[37  1  2  0],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
21103,1.65,1.295341968536377,[ -7.43576408  10.74434404 145.5       ],"(-4, 5, 14)",[22  9 12 13],"[[10.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
21524,2.06,1.4522907733917236,[ -8.01784746   9.7484964  142.5       ],"(-5, 4, 14)",[ 1  2 25 38],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
21945,1.73,1.2777736186981201,[ -8.06388352   9.31058901 141.5       ],"(-5, 4, 14)",[12 30  9 21],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
22366,1.91,1.3969287872314453,[ -9.62455127   8.23857578 142.5       ],"(-5, 4, 14)",[ 1  2 25  8],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.7]]"
22783,1.76,1.2677745819091797,[ -8.13010888   9.28060095 136.        ],"(-5, 4, 13)",[30 33  9 12],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
23207,1.84,1.456916332244873,[ -6.96669407  10.59270496 146.        ],"(-4, 5, 14)",[ 1 38  0 25],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
23637,1.65,1.2165169715881348,[ -8.52002066   9.50091706 142.5       ],"(-5, 4, 14)",[30 33 21 12],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
24044,2.06,1.4443063735961914,[ -8.04306599   9.71677119 137.        ],"(-5, 4, 13)",[ 1 38 22  0],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
24461,1.62,1.2392408847808838,[ -7.11703692  10.55320235 139.        ],"(-4, 5, 13)",[ 9 12 21 30],"[[  0.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
24887,2.02,1.4949700832366943,[ -6.24963615  11.29160948 141.        ],"(-4, 5, 14)",[25 38  1 36],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
25303,1.64,1.2223656177520752,[ -7.08658532  10.05845066 139.5       ],"(-4, 5, 13)",[ 9 30 22 13],"[[  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
25717,2.05,1.510007381439209,[ -7.13149239  10.33864203 136.5       ],"(-4, 5, 13)",[ 0  1 38 25],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
26140,1.78,1.2284674644470215,[ -7.19313116  10.39970058 139.5       ],"(-4, 5, 13)",[ 9 12 30 33],"[[  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
26567,1.8,1.4589502811431885,[ -6.75042182  11.1001838  143.5       ],"(-4, 5, 14)",[ 1 38  0 22],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
26986,1.61,1.3027560710906982,[ -6.78894645  11.105915   138.5       ],"(-4, 5, 13)",[ 9 12 21 38],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
27406,1.9,1.3845126628875732,[ -7.53051838  10.00740081 141.5       ],"(-4, 5, 14)",[ 1 22 12 38],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
27828,1.66,1.300147533416748,[ -7.70075263  10.228478   142.5       ],"(-4, 5, 14)",[33 16 12  9],"[[-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [  0.    0.7]]"
28258,2.02,1.430832862854004,[ -7.54061326   9.72395868 141.        ],"(-4, 4, 14)",[25  8  0  1],"[[ 10.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
28667,1.91,1.3407177925109863,[ -5.74842426  11.89255488 137.5       ],"(-3, 5, 13)",[30  9 34 33],"[[-10.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
29078,2.19,1.5565531253814697,[ -7.75619735   9.87176266 137.        ],"(-4, 4, 13)",[ 1 38  0 39],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
29511,1.84,1.2738723754882812,[ -6.95927954  10.87840508 143.5       ],"(-4, 5, 14)",[30  9 21 33],"[[-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
29926,1.82,1.4329826831817627,[ -7.69965654  10.80685622 139.        ],"(-4, 5, 13)",[25 38  1 37],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
30357,1.97,1.3302342891693115,[ -8.63122876   9.72602482 148.5       ],"(-5, 4, 14)",[30 22  9 34],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]
 [  0.    0.3]]"
30770,1.86,1.4858355522155762,[ -8.84282875   8.9332374  140.        ],"(-5, 4, 14)",[37  1 38  0],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
