update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
902,3.88,1.3967435359954834,[-17.4363338   -1.94581844 109.5       ],"(-9, -1, 10)",[16  6  3 14],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
1230,1.81,1.2117900848388672,[ -8.79641925   6.65434512 108.5       ],"(-5, 3, 10)",[29 28  5 16],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.3]]"
1568,1.23,1.2180683612823486,[ -8.86044547   5.34938774 114.        ],"(-5, 2, 11)",[29 16  5 28],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
1901,1.34,1.3240537643432617,[ -8.83509145   4.62371489 111.        ],"(-5, 2, 11)",[24 16 29  3],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
2227,1.27,1.2562308311462402,[ -7.75309039   5.67921643 110.5       ],"(-4, 2, 11)",[29  9 28  5],"[[-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
2553,1.51,1.4903810024261475,[ -7.74792334   6.67981691 110.5       ],"(-4, 3, 11)",[16  3 14  1],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
2880,1.26,1.2478957176208496,[ -8.55471814   5.03169527 110.        ],"(-5, 2, 11)",[29  9 35  5],"[[-10.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
3210,1.34,1.327676773071289,[ -9.08144646   3.98125712 109.        ],"(-5, 1, 10)",[16  3 29 26],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
3537,1.32,1.3012635707855225,[ -8.6768339    4.52315773 109.        ],"(-5, 2, 10)",[29 16  5  9],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]]"
3871,1.34,1.3183040618896484,[ -9.1146452    4.59602532 111.        ],"(-5, 2, 11)",[16 29  3 21],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
