update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
895,2.49,0.9364380836486816,[-17.4363338   -1.94581844 110.        ],"(-9, -1, 11)",[0 1 3 2],"[[0.  0.3]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
1231,0.87,0.8539183139801025,[-10.51718507   2.53584853 110.        ],"(-6, 1, 11)",[5 1 0 2],"[[0.  0.7]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
1557,0.88,0.8632361888885498,[-14.31185751  -0.30628314 109.        ],"(-8, -1, 10)",[6 5 1 0],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.3]]"
1887,0.85,0.8352339267730713,[-12.61467574  -0.47021189 110.        ],"(-7, -1, 11)",[5 1 0 7],"[[0.  0.7]
 [0.  0.3]
 [0.  0.3]
 [0.  0.7]]"
2223,0.89,0.8722960948944092,[-10.71432917   1.14924288 113.5       ],"(-6, 0, 11)",[8 5 0 1],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.3]]"
2554,0.84,0.8198120594024658,[ -7.7161712    5.41576633 110.5       ],"(-4, 2, 11)",[9 6 8 1],"[[0.  0.7]
 [0.  0.7]
 [0.  0.7]
 [0.  0.3]]"
2872,0.9,0.8866400718688965,[ -9.31862823   3.72200347 106.5       ],"(-5, 1, 10)",[1 0 6 9],"[[0.  0.3]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
3197,0.9,0.8838772773742676,[ -9.651309     3.69246456 105.        ],"(-5, 1, 10)",[8 9 1 0],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.3]]"
3535,0.9,0.8809905052185059,[ -8.53246736   4.77983891 112.        ],"(-5, 2, 11)",[1 0 6 8],"[[0.  0.3]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
3873,0.89,0.8717777729034424,[ -9.5677201    3.31048773 113.5       ],"(-5, 1, 11)",[ 9  8  1 12],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.7]]"
