update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
902,3.35,0.960679292678833,[-17.4363338   -1.94581844 111.5       ],"(-9, -1, 11)",[ 8  9 12 16],"[[ 0.   0.7]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.3]]"
1224,1.15,1.0168359279632568,[ -5.48551241   5.2765475  109.5       ],"(-3, 2, 10)",[ 4 20  1  0],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
1569,1.26,1.238886833190918,[ -4.27246564   5.11939882 116.        ],"(-3, 2, 11)",[ 1 15  3  0],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
1881,1.03,1.0118885040283203,[ -5.14751914  10.89773282 107.        ],"(-3, 5, 10)",[22 20 21  1],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
2217,1.09,1.0750646591186523,[ -3.66147131   7.28018974 110.5       ],"(-2, 3, 11)",[22  1 15 23],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.7]]"
2548,1.17,1.1567275524139404,[ -4.4039818    5.21054829 109.        ],"(-3, 2, 10)",[ 6 15  1 14],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
2870,0.99,0.9774188995361328,[ -5.85030479   5.22063572 109.5       ],"(-3, 2, 10)",[22 23 20  9],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
3211,1.1,1.0853707790374756,[ -6.60321032   4.55248909 115.5       ],"(-4, 2, 11)",[ 9  6 15  1],"[[10.   0.7]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
3537,0.97,0.954840898513794,[ -7.35884041   4.69652766 110.        ],"(-4, 2, 11)",[ 9 22 23 20],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
3870,1.19,1.1769440174102783,[ -7.30746071   7.49680018 111.5       ],"(-4, 3, 11)",[15  1  6 14],"[[10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
