update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
965,1.12,0.250260591506958,[-17.4363338   -1.94581844 112.5       ],"(-9, -1, 11)",[],[]
1300,0.85,0.831498384475708,[-14.27667133   3.6443771  113.        ],"(-8, 1, 11)","[4, 2, 1, 0]","[(0, 0.7), (0, 0.3), (0, 0.3), (0, 0.3)]"
1626,0.63,0.6090133190155029,[-12.67984786   4.15196102 107.5       ],"(-7, 2, 10)","[4, 5, 0]","[(0, 0.7), (0, 0.7), (0, 0.3)]"
1956,0.54,0.5277230739593506,[-11.77679551   5.71892597 110.5       ],"(-6, 2, 11)","[0, 4]","[(0, 0.3), (0, 0.7)]"
2284,0.71,0.690446138381958,[-11.45316878   7.18288552 110.5       ],"(-6, 3, 11)","[7, 0, 5]","[(0, 0.7), (0, 0.3), (0, 0.7)]"
2617,0.56,0.5467483997344971,[-11.64225963   6.34266827 109.        ],"(-6, 3, 10)","[0, 7]","[(0, 0.3), (0, 0.7)]"
2952,0.68,0.6651723384857178,[-11.67240834   5.74240669 109.5       ],"(-6, 2, 10)","[7, 0, 4]","[(0, 0.7), (0, 0.3), (0, 0.7)]"
3276,0.61,0.5927078723907471,[-11.88311476   5.817307   110.        ],"(-6, 2, 11)","[0, 7]","[(0, 0.3), (0, 0.7)]"
3598,0.45,0.43466997146606445,[-11.70385116   6.44107777 108.        ],"(-6, 3, 10)",[0],"[(0, 0.3)]"
3933,0.69,0.6710009574890137,[-11.64635199   5.63352828 113.        ],"(-6, 2, 11)","[6, 7, 4]","[(0, 0.7), (0, 0.7), (0, 0.7)]"
