update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
886,1.66,0.49253082275390625,[-17.4363338   -1.94581844 113.5       ],"(-9, -1, 11)",[1],"[(0, 0.3)]"
1226,0.73,0.7088382244110107,[-14.88313347  -1.98843146 111.5       ],"(-8, -1, 11)","[3, 1, 0]","[(0, 0.7), (0, 0.3), (0, 0.3)]"
1556,0.7,0.6826930046081543,[-14.60741319  -2.57390332 109.        ],"(-8, -2, 10)","[1, 3, 0]","[(0, 0.3), (0, 0.7), (0, 0.3)]"
1886,0.53,0.5119786262512207,[-13.00639673  -1.05306517 110.        ],"(-7, -1, 11)","[1, 5]","[(0, 0.3), (0, 0.7)]"
2214,0.64,0.6225917339324951,[-13.68226596  -0.84361012 110.5       ],"(-7, -1, 11)","[3, 1, 5]","[(0, 0.7), (0, 0.3), (0, 0.7)]"
2547,0.4,0.38660526275634766,[-13.44894239  -0.99498854 110.        ],"(-7, -1, 11)",[1],"[(0, 0.3)]"
2879,0.41,0.3979191780090332,[-1.32951891e+01 -6.09282668e-03  1.10000000e+02],"(-7, -1, 11)",[1],"[(0, 0.3)]"
3209,0.66,0.6458990573883057,[-13.04453205   0.75871062 110.        ],"(-7, 0, 11)","[3, 6, 0]","[(0, 0.7), (0, 0.7), (0, 0.3)]"
3531,0.63,0.6182920932769775,[-13.19989929  -0.83404199 108.5       ],"(-7, -1, 10)","[1, 5, 4]","[(0, 0.3), (0, 0.7), (0, 0.7)]"
3857,0.47,0.45641350746154785,[-13.54894171  -0.94898265 110.        ],"(-7, -1, 11)",[0],"[(0, 0.3)]"
