update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
893,2.61,1.5165939331054688,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[11  7  4 14],"[[10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]]"
1224,1.75,1.205948829650879,[-13.8267457    0.90907113 109.5       ],"(-7, 0, 10)",[ 3  2 16 26],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
1544,1.26,1.242720365524292,[-12.90874684  -2.26413042 107.5       ],"(-7, -2, 10)",[29 11 17 14],"[[-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
1872,1.28,1.2648887634277344,[-12.31334961   2.60314344 107.5       ],"(-7, 1, 10)",[39 16  3 26],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
2207,1.28,1.2668578624725342,[-13.15131929   1.64332613 112.5       ],"(-7, 0, 11)",[29 11 14 17],"[[-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
2541,1.22,1.2052688598632812,[-12.22424499   4.3814461  110.5       ],"(-7, 2, 11)",[40 16 39  3],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
2869,1.27,1.2571141719818115,[-12.22372521   1.95398324 109.5       ],"(-7, 0, 10)",[29 11 17  7],"[[-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [  0.    0.7]]"
3200,1.28,1.2655107975006104,[-12.17919004   3.58883975 110.5       ],"(-7, 1, 11)",[40 41 16 20],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
3531,1.28,1.2643213272094727,[-11.72791586   4.2379904  109.        ],"(-6, 2, 10)",[11 29  7  4],"[[ 10.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
3853,1.3,1.2866971492767334,[-11.092059    4.5525222 108.       ],"(-6, 2, 10)",[41 40 16 20],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
