update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
957,2.94,1.0874075889587402,[-17.4363338   -1.94581844 112.        ],"(-9, -1, 11)",[15 11 29 25],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
1297,1.11,1.093641996383667,[-11.70612406   5.41084574 114.        ],"(-6, 2, 11)",[ 7 12  5  8],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]]"
1615,1.08,1.0667192935943604,[-11.50775345   6.00485433 105.5       ],"(-6, 3, 10)",[15 11 27 29],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
1949,1.16,1.1435468196868896,[-10.52193826   6.37247784 111.        ],"(-6, 3, 11)",[28  5 13 12],"[[-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]
 [ 10.    0.3]]"
2279,1.12,1.099884033203125,[-10.44269702   7.46855349 111.        ],"(-6, 3, 11)",[15 25 11 18],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
2613,1.2,1.18562650680542,[-10.94738613   5.21695006 111.        ],"(-6, 2, 11)",[ 5 12 13 17],"[[ 0.   0.7]
 [10.   0.3]
 [10.   0.3]
 [10.   0.7]]"
2950,1.17,1.1575794219970703,[-11.75733962   5.51941182 114.5       ],"(-6, 2, 11)",[15 11 29 25],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
3276,1.07,1.0562727451324463,[-11.85572268   4.18113023 110.        ],"(-6, 2, 11)",[ 5 28 16 12],"[[  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
3606,1.06,1.0437259674072266,[-11.35664043   5.09927588 111.        ],"(-6, 2, 11)",[15 29 18 25],"[[-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
3940,1.11,1.0893211364746094,[-10.38383041   6.1184172  110.5       ],"(-6, 3, 11)",[ 5 26 28 13],"[[  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.3]]"
4269,1.11,1.0935578346252441,[-11.24735479   6.42575364 111.        ],"(-6, 3, 11)",[15 11 25 29],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
4592,1.08,1.0651507377624512,[-10.43200659   6.66286138 108.5       ],"(-6, 3, 10)",[ 5 28 26 17],"[[  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
4929,1.1,1.0802817344665527,[-12.50901721   4.71392486 113.5       ],"(-7, 2, 11)",[15 27 25 29],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
5259,1.09,1.0730922222137451,[-10.62163389   6.33201147 110.5       ],"(-6, 3, 11)",[26 28  5 12],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]]"
5588,1.18,1.1599037647247314,[-10.43298955   7.05238587 109.        ],"(-6, 3, 10)",[15 11 29 25],"[[-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
5923,1.1,1.0830740928649902,[-11.04352383   4.75037615 110.        ],"(-6, 2, 11)",[ 6 28  5 26],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
6260,1.11,1.09401535987854,[-10.41430882   7.2479022  110.5       ],"(-6, 3, 11)",[15 29 27  4],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
6578,1.06,1.0460195541381836,[-10.86036915   5.21143667 105.        ],"(-6, 2, 10)",[ 6 26  9  5],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
6903,1.13,1.1168363094329834,[-12.39041565   4.40982738 106.5       ],"(-7, 2, 10)",[15 29 11  4],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
7236,1.18,1.1649272441864014,[-11.17733235   4.72717177 110.5       ],"(-6, 2, 11)",[ 5 28 13 12],"[[  0.    0.7]
 [-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.3]]"
7564,1.11,1.0953660011291504,[-11.43732838   5.74944438 110.        ],"(-6, 2, 11)",[15 29 25  4],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
7887,1.03,1.0170602798461914,[-10.87770585   5.60987591 108.5       ],"(-6, 2, 10)",[ 5 26  7 28],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
8212,1.04,1.0225179195404053,[-10.75857638   6.77147646 110.        ],"(-6, 3, 11)",[15 27 29 25],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
8532,1.05,1.0359492301940918,[-10.81888795   5.50138222 104.5       ],"(-6, 2, 10)",[ 5 26 28  7],"[[  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
8875,1.07,1.055150032043457,[-12.93168832   5.07485039 116.5       ],"(-7, 2, 11)",[15 27 29 25],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
9209,1.06,1.0389478206634521,[-11.0520834    5.83617745 110.5       ],"(-6, 2, 11)",[ 5 28 26  7],"[[  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
9545,1.11,1.0956323146820068,[-11.39551547   6.20640802 111.        ],"(-6, 3, 11)",[15 27 29 25],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
