update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
991,1.53,1.4083507061004639,[-17.4363338   -1.94581844 139.        ],"(-9, -1, 13)",[11 15  7 17],"[[10.   0.3]
 [10.   0.7]
 [ 0.   0.7]
 [10.   0.7]]"
1401,1.88,1.1267096996307373,[-11.60739739   1.11389259 140.        ],"(-6, 0, 14)",[ 3  2 24 16],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
1836,1.97,1.151740312576294,[-1.26071565e+01 -2.29139221e-02  1.47500000e+02],"(-7, -1, 14)",[11 17 14  7],"[[10.   0.3]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
2252,2.06,1.1753907203674316,[-13.4175546   -0.64705138 140.        ],"(-7, -1, 14)",[ 3  2 24 26],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
2672,2.07,1.2304096221923828,[-11.9239473    0.86621308 139.5       ],"(-6, 0, 13)",[11  7 32 14],"[[10.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
3098,1.94,1.1790485382080078,[-12.20408087   0.2037074  140.5       ],"(-7, 0, 14)",[ 3  2 26 16],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
3502,2.1,1.2066972255706787,[-1.28679010e+01  1.32019865e-01  1.36500000e+02],"(-7, 0, 13)",[14 11 17  7],"[[10.   0.7]
 [10.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
3914,2.15,1.2477314472198486,[-13.08312013  -0.21162612 145.        ],"(-7, -1, 14)",[ 3  2 24 16],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
4341,2.15,1.2713501453399658,[-12.44608005  -0.24802872 138.        ],"(-7, -1, 13)",[14 17 11  7],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
4776,2.16,1.246406078338623,[-1.27027326e+01  5.17322025e-02  1.38500000e+02],"(-7, 0, 13)",[ 3  2 24 16],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
5190,1.99,1.129673719406128,[-1.25954431e+01  3.00461656e-02  1.34500000e+02],"(-7, 0, 13)",[17 14  7 15],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.7]
 [10.   0.7]]"
5611,2.1,1.241269588470459,[-12.5131192   0.5501684 138.5      ],"(-7, 0, 13)",[ 3  2 24 29],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
6036,2.08,1.207655906677246,[-11.99510173   0.64932575 144.5       ],"(-6, 0, 14)",[17 14 11  7],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [ 0.   0.7]]"
6468,2.1,1.227041244506836,[-1.30215607e+01  3.46227802e-02  1.46000000e+02],"(-7, 0, 14)",[ 3  2 24 29],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
6870,2.09,1.2444019317626953,[-11.77021846   0.82343597 133.5       ],"(-6, 0, 13)",[11 32 17  7],"[[10.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
7282,2.14,1.2092087268829346,[-11.59415099   0.60094203 136.        ],"(-6, 0, 13)",[ 3  2 29 16],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
7707,2.21,1.2813212871551514,[-11.70339423   1.31501611 142.        ],"(-6, 0, 14)",[17 11 14  4],"[[10.   0.7]
 [10.   0.3]
 [10.   0.7]
 [ 0.   0.7]]"
8134,2.1,1.264615774154663,[-12.66599127  -0.34181029 144.        ],"(-7, -1, 14)",[ 3  2 29 24],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
8541,2.18,1.2308154106140137,[-11.99434412   0.54364628 134.        ],"(-6, 0, 13)",[11 17 14  7],"[[10.   0.3]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
8967,2.11,1.2663631439208984,[-12.79485202  -0.28324353 144.5       ],"(-7, -1, 14)",[ 3 16  2 24],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
9393,2.15,1.2521660327911377,[-12.62647143   0.7387254  142.        ],"(-7, 0, 14)",[11  7  4 17],"[[10.   0.3]
 [ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]]"
