update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
897,2.29,1.2275044918060303,[-17.4363338   -1.94581844 111.5       ],"(-9, -1, 11)",[11  1  9 10],"[[10.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.3]]"
1216,0.85,0.8298859596252441,[-14.107913    -6.67327063 106.5       ],"(-8, -4, 10)",[14  7  6  0],"[[10.   0.7]
 [ 0.   0.7]
 [ 0.   0.7]
 [ 0.   0.3]]"
1529,1.0,0.9804255962371826,[-13.56486403  -5.44781139 102.5       ],"(-7, -3, 10)",[11 15 13 12],"[[10.   0.3]
 [10.   0.7]
 [10.   0.3]
 [10.   0.3]]"
1876,1.02,1.0085241794586182,[-16.91961399  -5.57581001 118.5       ],"(-9, -3, 11)",[16 11  1  6],"[[10.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]]"
2215,0.91,0.8978147506713867,[-15.29676354  -6.0406703  113.        ],"(-8, -4, 11)",[11 15 16 14],"[[10.   0.3]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
2549,1.03,1.0130698680877686,[-15.93930847  -5.3686212  114.5       ],"(-8, -3, 11)",[16 18  0 17],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
2879,0.92,0.9001765251159668,[-16.33940158  -7.06067388 109.        ],"(-9, -4, 10)",[15 11 14 19],"[[10.   0.7]
 [10.   0.3]
 [10.   0.7]
 [10.   0.7]]"
3203,0.98,0.9601969718933105,[-14.71240906  -5.36197307 107.5       ],"(-8, -3, 10)",[16 17 18 19],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
3536,1.01,0.9911093711853027,[-15.69493686  -6.91334112 111.        ],"(-8, -4, 11)",[15 14 11  9],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [10.   0.3]]"
3869,1.08,1.0653369426727295,[-15.29403395  -5.43890823 108.5       ],"(-8, -3, 10)",[16 18 10 13],"[[10.   0.7]
 [10.   0.7]
 [10.   0.3]
 [10.   0.3]]"
