update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
962,1.57,0.47710657119750977,None,"('N', 'o', 'n', 'e')",None
1365,0.54,0.5262682437896729,None,"('N', 'o', 'n', 'e')",None
1795,0.53,0.5127072334289551,None,"('N', 'o', 'n', 'e')",None
2218,0.53,0.5158185958862305,None,"('N', 'o', 'n', 'e')",None
2636,0.52,0.5063340663909912,None,"('N', 'o', 'n', 'e')",None
3051,0.54,0.5199730396270752,None,"('N', 'o', 'n', 'e')",None
3479,0.55,0.5292670726776123,None,"('N', 'o', 'n', 'e')",None
3903,0.57,0.5533037185668945,None,"('N', 'o', 'n', 'e')",None
4319,0.57,0.5510327816009521,None,"('N', 'o', 'n', 'e')",None
4742,0.52,0.5077047348022461,None,"('N', 'o', 'n', 'e')",None
5157,0.57,0.5578060150146484,None,"('N', 'o', 'n', 'e')",None
5586,0.55,0.5365688800811768,None,"('N', 'o', 'n', 'e')",None
5999,0.54,0.5264983177185059,None,"('N', 'o', 'n', 'e')",None
6422,0.52,0.5062432289123535,None,"('N', 'o', 'n', 'e')",None
6844,0.53,0.5135679244995117,None,"('N', 'o', 'n', 'e')",None
7267,0.52,0.5088455677032471,None,"('N', 'o', 'n', 'e')",None
7689,0.55,0.5319414138793945,None,"('N', 'o', 'n', 'e')",None
8088,0.52,0.49867677688598633,None,"('N', 'o', 'n', 'e')",None
8519,0.53,0.5125255584716797,None,"('N', 'o', 'n', 'e')",None
8941,0.52,0.5079901218414307,None,"('N', 'o', 'n', 'e')",None
9365,0.55,0.5371172428131104,None,"('N', 'o', 'n', 'e')",None
9778,0.56,0.5396924018859863,None,"('N', 'o', 'n', 'e')",None
10197,0.53,0.5089352130889893,None,"('N', 'o', 'n', 'e')",None
10616,0.52,0.5032839775085449,None,"('N', 'o', 'n', 'e')",None
11039,0.53,0.5127778053283691,None,"('N', 'o', 'n', 'e')",None
11454,0.53,0.5166349411010742,None,"('N', 'o', 'n', 'e')",None
11874,0.54,0.5277223587036133,None,"('N', 'o', 'n', 'e')",None
12296,0.53,0.5098931789398193,None,"('N', 'o', 'n', 'e')",None
12726,0.53,0.5129072666168213,None,"('N', 'o', 'n', 'e')",None
13132,0.51,0.49695587158203125,None,"('N', 'o', 'n', 'e')",None
13554,0.52,0.5080170631408691,None,"('N', 'o', 'n', 'e')",None
13977,0.53,0.5173385143280029,None,"('N', 'o', 'n', 'e')",None
14402,0.54,0.5230224132537842,None,"('N', 'o', 'n', 'e')",None
14822,0.55,0.5343918800354004,None,"('N', 'o', 'n', 'e')",None
15241,0.57,0.558232307434082,None,"('N', 'o', 'n', 'e')",None
15663,0.56,0.5404796600341797,None,"('N', 'o', 'n', 'e')",None
16082,0.53,0.5094740390777588,None,"('N', 'o', 'n', 'e')",None
16492,0.53,0.5129656791687012,None,"('N', 'o', 'n', 'e')",None
16915,0.56,0.5390198230743408,None,"('N', 'o', 'n', 'e')",None
17344,0.53,0.5144877433776855,None,"('N', 'o', 'n', 'e')",None
17766,0.55,0.5337991714477539,None,"('N', 'o', 'n', 'e')",None
18171,0.52,0.5060641765594482,None,"('N', 'o', 'n', 'e')",None
18594,0.53,0.5142908096313477,None,"('N', 'o', 'n', 'e')",None
19009,0.53,0.5172998905181885,None,"('N', 'o', 'n', 'e')",None
19434,0.53,0.5100579261779785,None,"('N', 'o', 'n', 'e')",None
19851,0.54,0.5270185470581055,None,"('N', 'o', 'n', 'e')",None
20278,0.57,0.5526509284973145,None,"('N', 'o', 'n', 'e')",None
20703,0.53,0.5154678821563721,None,"('N', 'o', 'n', 'e')",None
21122,0.51,0.49387073516845703,None,"('N', 'o', 'n', 'e')",None
21533,0.54,0.5240721702575684,None,"('N', 'o', 'n', 'e')",None
21949,0.51,0.49637937545776367,None,"('N', 'o', 'n', 'e')",None
22373,0.54,0.5244026184082031,None,"('N', 'o', 'n', 'e')",None
22794,0.52,0.5061585903167725,None,"('N', 'o', 'n', 'e')",None
23219,0.56,0.5447566509246826,None,"('N', 'o', 'n', 'e')",None
23638,0.55,0.5371894836425781,None,"('N', 'o', 'n', 'e')",None
24051,0.53,0.5119500160217285,None,"('N', 'o', 'n', 'e')",None
24468,0.54,0.5262465476989746,None,"('N', 'o', 'n', 'e')",None
24900,0.52,0.5090968608856201,None,"('N', 'o', 'n', 'e')",None
25314,0.51,0.49624037742614746,None,"('N', 'o', 'n', 'e')",None
25738,0.53,0.5141162872314453,None,"('N', 'o', 'n', 'e')",None
26155,0.53,0.5144479274749756,None,"('N', 'o', 'n', 'e')",None
26576,0.54,0.5274584293365479,None,"('N', 'o', 'n', 'e')",None
26994,0.54,0.528268575668335,None,"('N', 'o', 'n', 'e')",None
27412,0.54,0.5279574394226074,None,"('N', 'o', 'n', 'e')",None
27833,0.55,0.5363976955413818,None,"('N', 'o', 'n', 'e')",None
28258,0.55,0.5328340530395508,None,"('N', 'o', 'n', 'e')",None
28681,0.52,0.5029299259185791,None,"('N', 'o', 'n', 'e')",None
29090,0.52,0.5038015842437744,None,"('N', 'o', 'n', 'e')",None
29516,0.52,0.5043036937713623,None,"('N', 'o', 'n', 'e')",None
29941,0.56,0.5457816123962402,None,"('N', 'o', 'n', 'e')",None
30351,0.56,0.5391180515289307,None,"('N', 'o', 'n', 'e')",None
30767,0.51,0.4959566593170166,None,"('N', 'o', 'n', 'e')",None
