update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
969,2.34,0.9139339923858643,[-16.64549266  -0.99556979 112.        ],"(-9, -1, 11)",[10 17  7]
1296,1.07,0.8979763984680176,[ -8.43262341   6.85128686 110.5       ],"(-5, 3, 11)",[ 4 17  0]
1621,1.17,0.9470798969268799,[ -7.70119983   6.57764648 109.5       ],"(-4, 3, 10)",[17 10  7]
1958,1.04,0.87095046043396,[ -7.08859108   6.21817473 109.5       ],"(-4, 3, 10)",[ 4 21  2]
2290,1.24,0.9531838893890381,[ -7.61394401   6.24089387 112.5       ],"(-4, 3, 11)",[ 6 17 10]
2627,0.99,0.828681230545044,[ -6.98476218   6.89059743 112.5       ],"(-4, 3, 11)",[ 4 19 21]
2953,1.29,0.9555885791778564,[ -8.39155633   6.29642635 107.5       ],"(-5, 3, 10)",[ 6 12 10]
3279,1.2,0.9194331169128418,[ -6.72747712   8.2245555  108.        ],"(-4, 4, 10)",[ 4 22  2]
3601,1.25,0.9310216903686523,[ -7.35195766   6.60713451 105.5       ],"(-4, 3, 10)",[17 10  7]
