update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
964,1.52,0.48677968978881836,None,"('N', 'o', 'n', 'e')",None
1290,0.53,0.513232946395874,None,"('N', 'o', 'n', 'e')",None
1630,0.51,0.4952354431152344,None,"('N', 'o', 'n', 'e')",None
1967,0.55,0.5299804210662842,None,"('N', 'o', 'n', 'e')",None
2302,0.54,0.5232350826263428,None,"('N', 'o', 'n', 'e')",None
2626,0.53,0.5132293701171875,None,"('N', 'o', 'n', 'e')",None
2961,0.59,0.5691330432891846,None,"('N', 'o', 'n', 'e')",None
3289,0.53,0.5101604461669922,None,"('N', 'o', 'n', 'e')",None
3625,0.52,0.5062344074249268,None,"('N', 'o', 'n', 'e')",None
3950,0.56,0.5441899299621582,None,"('N', 'o', 'n', 'e')",None
