update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
897,1.71,0.6491460800170898,None,"('N', 'o', 'n', 'e')",None
1227,0.55,0.5325615406036377,None,"('N', 'o', 'n', 'e')",None
1563,0.54,0.5242998600006104,None,"('N', 'o', 'n', 'e')",None
1899,0.54,0.5199759006500244,None,"('N', 'o', 'n', 'e')",None
2234,0.56,0.5463359355926514,None,"('N', 'o', 'n', 'e')",None
2561,0.57,0.5480363368988037,None,"('N', 'o', 'n', 'e')",None
2889,0.54,0.527062177658081,None,"('N', 'o', 'n', 'e')",None
3222,0.54,0.5277218818664551,None,"('N', 'o', 'n', 'e')",None
3556,0.55,0.5387210845947266,None,"('N', 'o', 'n', 'e')",None
3885,0.56,0.545539140701294,None,"('N', 'o', 'n', 'e')",None
