update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
903,1.67,0.6735665798187256,None,"('N', 'o', 'n', 'e')",None
1236,0.52,0.5045199394226074,None,"('N', 'o', 'n', 'e')",None
1568,0.52,0.504645824432373,None,"('N', 'o', 'n', 'e')",None
1899,0.51,0.49559569358825684,None,"('N', 'o', 'n', 'e')",None
2228,0.51,0.49387025833129883,None,"('N', 'o', 'n', 'e')",None
2553,0.56,0.5435099601745605,None,"('N', 'o', 'n', 'e')",None
2883,0.56,0.5444111824035645,None,"('N', 'o', 'n', 'e')",None
3219,0.51,0.49088382720947266,None,"('N', 'o', 'n', 'e')",None
3551,0.54,0.5198078155517578,None,"('N', 'o', 'n', 'e')",None
3878,0.53,0.5158886909484863,None,"('N', 'o', 'n', 'e')",None
