update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
905,1.59,0.6108512878417969,None,"('N', 'o', 'n', 'e')",None
1239,0.5,0.4853634834289551,None,"('N', 'o', 'n', 'e')",None
1576,0.51,0.49449968338012695,None,"('N', 'o', 'n', 'e')",None
1903,0.53,0.5120229721069336,None,"('N', 'o', 'n', 'e')",None
2231,0.52,0.5033304691314697,None,"('N', 'o', 'n', 'e')",None
2560,0.52,0.504213809967041,None,"('N', 'o', 'n', 'e')",None
2889,0.58,0.562978982925415,None,"('N', 'o', 'n', 'e')",None
3221,0.54,0.5191631317138672,None,"('N', 'o', 'n', 'e')",None
3555,0.53,0.5153586864471436,None,"('N', 'o', 'n', 'e')",None
3880,0.53,0.517401933670044,None,"('N', 'o', 'n', 'e')",None
