update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
974,0.86,0.243072509765625,None,"('N', 'o', 'n', 'e')",None
1295,0.28,0.26553964614868164,None,"('N', 'o', 'n', 'e')",None
1630,0.3,0.28421974182128906,None,"('N', 'o', 'n', 'e')",None
1961,0.26,0.2455911636352539,None,"('N', 'o', 'n', 'e')",None
2286,0.28,0.26700782775878906,None,"('N', 'o', 'n', 'e')",None
2628,0.27,0.2563776969909668,None,"('N', 'o', 'n', 'e')",None
2958,0.25,0.23358392715454102,None,"('N', 'o', 'n', 'e')",None
3289,0.26,0.24474716186523438,None,"('N', 'o', 'n', 'e')",None
3622,0.26,0.24232149124145508,None,"('N', 'o', 'n', 'e')",None
3950,0.26,0.243607759475708,None,"('N', 'o', 'n', 'e')",None
