update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
910,1.26,0.33216381072998047,None,"('N', 'o', 'n', 'e')",None
1239,0.29,0.2710378170013428,None,"('N', 'o', 'n', 'e')",None
1562,0.26,0.24444818496704102,None,"('N', 'o', 'n', 'e')",None
1892,0.26,0.24383878707885742,None,"('N', 'o', 'n', 'e')",None
2229,0.25,0.23277592658996582,None,"('N', 'o', 'n', 'e')",None
2563,0.25,0.23517704010009766,None,"('N', 'o', 'n', 'e')",None
2892,0.29,0.27541255950927734,None,"('N', 'o', 'n', 'e')",None
3225,0.25,0.23720145225524902,None,"('N', 'o', 'n', 'e')",None
3558,0.24,0.2280123233795166,None,"('N', 'o', 'n', 'e')",None
3884,0.26,0.24338221549987793,None,"('N', 'o', 'n', 'e')",None
