update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
966,1.51,0.4810643196105957,None,"('N', 'o', 'n', 'e')",None
1297,0.52,0.5012900829315186,None,"('N', 'o', 'n', 'e')",None
1630,0.49,0.47577571868896484,None,"('N', 'o', 'n', 'e')",None
1962,0.53,0.5161478519439697,None,"('N', 'o', 'n', 'e')",None
2296,0.53,0.5190174579620361,None,"('N', 'o', 'n', 'e')",None
2628,0.51,0.497908353805542,None,"('N', 'o', 'n', 'e')",None
2950,0.55,0.529285192489624,None,"('N', 'o', 'n', 'e')",None
3283,0.5,0.4846835136413574,None,"('N', 'o', 'n', 'e')",None
3613,0.52,0.49908018112182617,None,"('N', 'o', 'n', 'e')",None
3944,0.53,0.5126385688781738,None,"('N', 'o', 'n', 'e')",None
