update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
905,1.62,0.6459619998931885,None,"('N', 'o', 'n', 'e')",None
1240,0.55,0.5356311798095703,None,"('N', 'o', 'n', 'e')",None
1575,0.52,0.5049645900726318,None,"('N', 'o', 'n', 'e')",None
1898,0.51,0.4989490509033203,None,"('N', 'o', 'n', 'e')",None
2230,0.54,0.5244603157043457,None,"('N', 'o', 'n', 'e')",None
2568,0.53,0.5160198211669922,None,"('N', 'o', 'n', 'e')",None
2889,0.57,0.556525468826294,None,"('N', 'o', 'n', 'e')",None
3223,0.54,0.5231354236602783,None,"('N', 'o', 'n', 'e')",None
3554,0.53,0.5142974853515625,None,"('N', 'o', 'n', 'e')",None
3889,0.52,0.5006351470947266,None,"('N', 'o', 'n', 'e')",None
