update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
10549,1.15,0.9024255275726318,[ -8.83012901   6.54893677 110.        ],"(-5, 3, 11)",[10 17 14]
10876,1.13,0.8915419578552246,[ -7.95968878   6.15911409 108.5       ],"(-4, 3, 10)",[19  2  0]
11201,1.19,0.9188306331634521,[ -8.37458406   6.5609869  108.        ],"(-5, 3, 10)",[17 10  7]
11531,1.13,0.8757293224334717,[ -8.47809608   5.73816167 110.5       ],"(-5, 2, 11)",[ 2 20  7]
11857,1.33,1.012026309967041,[ -8.64538581   5.84897151 110.        ],"(-5, 2, 11)",[17 10 18]
12189,1.2,1.0034174919128418,[ -8.37578916   5.43620486 113.        ],"(-5, 2, 11)",[2 0 1]
12516,1.11,0.9135181903839111,[ -8.18590977   6.67838544 109.5       ],"(-5, 3, 10)",[17 10 14]
12839,1.15,0.9201347827911377,[ -7.99006375   6.00394168 107.5       ],"(-4, 3, 10)",[19  2  0]
13166,1.26,0.9993624687194824,[ -8.4779298    6.39859795 109.        ],"(-5, 3, 10)",[10 17 12]
13496,1.11,0.9294488430023193,[ -7.78916076   6.66249808 110.5       ],"(-4, 3, 11)",[1 2 7]
13838,1.19,0.9632997512817383,[ -8.2115249    6.38287355 113.5       ],"(-5, 3, 11)",[17 18 12]
14177,1.09,0.8306865692138672,[ -7.59071324   6.65545091 112.        ],"(-4, 3, 11)",[20 19  7]
14509,1.31,1.0237126350402832,[ -7.45081066   7.56299793 113.        ],"(-4, 3, 11)",[17 10 12]
14846,1.22,0.9623091220855713,[ -8.07394903   6.65564922 113.5       ],"(-5, 3, 11)",[2 1 0]
15169,1.2,0.9262619018554688,[ -8.95170086   6.10526126 106.5       ],"(-5, 3, 10)",[17 14 10]
15500,1.06,0.7985274791717529,[ -7.64777796   6.69729424 109.        ],"(-4, 3, 10)",[20  7 19]
15825,1.11,0.8584158420562744,[ -7.50363974   7.39067331 107.5       ],"(-4, 3, 10)",[ 7 17 14]
16157,1.15,0.8439462184906006,[ -9.27383603   5.47058608 112.        ],"(-5, 2, 11)",[20 19 21]
16485,1.21,0.9463582038879395,[ -8.40719411   7.29692922 108.        ],"(-5, 3, 10)",[14 10 12]
16817,1.18,0.9365196228027344,[ -8.25593377   6.13254311 111.5       ],"(-5, 3, 11)",[ 2  0 19]
17144,1.27,0.969207763671875,[ -7.32275645   7.56782178 110.        ],"(-4, 3, 11)",[17 10 12]
17468,1.12,0.8717565536499023,[ -7.64796051   6.71919423 108.5       ],"(-4, 3, 10)",[ 1 21 19]
17803,1.23,0.9551730155944824,[ -7.53711099   7.42953947 109.5       ],"(-4, 3, 10)",[17 10 12]
18137,1.27,1.0396332740783691,[ -8.00876112   5.77880473 110.        ],"(-5, 2, 11)",[2 1 0]
18460,1.33,0.9904425144195557,[ -7.73439685   7.18723428 108.        ],"(-4, 3, 10)",[17 10 18]
18793,1.16,0.932166337966919,[ -6.31290178   8.05782609 111.        ],"(-4, 4, 11)",[ 2 19  1]
19130,1.29,0.939934492111206,[ -7.54251115   7.24179244 113.5       ],"(-4, 3, 11)",[17 10 12]
19458,1.15,0.9379978179931641,[ -7.21260075   7.32050823 109.5       ],"(-4, 3, 10)",[2 1 7]
19788,1.24,0.9913051128387451,[ -7.81325598   6.72891322 108.5       ],"(-4, 3, 10)",[17 10 18]
20123,1.2,0.8707575798034668,[ -7.17492594   6.78371238 112.        ],"(-4, 3, 11)",[19  2  7]
20445,1.23,0.9409875869750977,[ -8.09129105   6.39139576 106.5       ],"(-5, 3, 10)",[17 10 18]
20776,1.21,0.9513840675354004,[ -8.19127291   6.45778608 109.5       ],"(-5, 3, 10)",[2 0 7]
21108,1.11,0.9100055694580078,[ -7.86344458   7.15862453 111.        ],"(-4, 3, 11)",[14 17 10]
21445,1.16,0.8547341823577881,[ -6.49293294   7.08348988 112.5       ],"(-4, 3, 11)",[19  2 20]
21771,1.19,0.8669795989990234,[ -8.39919013   6.55924386 109.        ],"(-5, 3, 10)",[14 10 17]
22093,2.32,1.2190582752227783,[ -7.51339594   7.08310593 107.5       ],"(-4, 3, 10)",[20 19  7]
22426,2.22,1.482945203781128,[ -6.95111988   7.10040792 108.5       ],"(-4, 3, 10)",[14 10 12]
22756,1.54,1.0388221740722656,[ -7.08214183   7.80074863 111.5       ],"(-4, 3, 11)",[20  2  0]
23090,1.08,0.9463784694671631,[ -7.96147497   8.0376745  110.        ],"(-4, 4, 11)",[12 10 17]
23418,1.18,0.8828997611999512,[ -7.6390127    7.28478379 109.        ],"(-4, 3, 10)",[6 2 8]
23743,1.27,0.8996031284332275,[ -7.63134407   7.95644104 108.        ],"(-4, 3, 10)",[14 13 10]
24078,1.11,0.7714767456054688,[ -8.14875134   6.64024696 113.        ],"(-5, 3, 11)",[20  8 19]
24400,1.01,0.8449132442474365,[ -8.931737     6.04236239 105.        ],"(-5, 3, 10)",[14  7 10]
24732,1.34,0.9284863471984863,[ -7.44913764   6.34634582 113.        ],"(-4, 3, 11)",[ 8 20  5]
25063,1.2,0.9591858386993408,[ -8.01707365   5.84062406 110.5       ],"(-5, 2, 11)",[14 17 10]
25393,1.4,0.9504060745239258,[ -8.17631959   7.1371345  108.5       ],"(-5, 3, 10)",[1 2 8]
25724,1.15,0.9663689136505127,[ -7.94269432   7.11080242 111.        ],"(-4, 3, 11)",[17  7 10]
26052,1.01,0.7903432846069336,[ -7.61081088   6.20242864 109.5       ],"(-4, 3, 10)",[21  8 19]
26383,1.15,0.9876453876495361,[ -7.32181755   8.06988162 110.5       ],"(-4, 4, 11)",[ 7 14 10]
26713,1.25,0.9836914539337158,[ -7.70782102   6.29686621 110.5       ],"(-4, 3, 11)",[21  2  0]
27041,1.28,1.0199706554412842,[ -7.20000125   8.20735054 110.5       ],"(-4, 4, 11)",[10 17 12]
27371,1.32,0.9830474853515625,[ -8.28658593   6.22640074 112.        ],"(-5, 3, 11)",[1 2 0]
27702,1.15,0.9767751693725586,[ -8.26041668   6.17820222 111.        ],"(-5, 3, 11)",[17 18 16]
28035,1.17,0.8695440292358398,[ -6.99660572   6.91734914 115.5       ],"(-4, 3, 11)",[19 21  1]
28363,1.17,0.9399285316467285,[ -7.99618181   6.58230799 108.        ],"(-4, 3, 10)",[10 17  7]
28692,1.03,0.901721715927124,[ -7.23171089   6.53438396 112.5       ],"(-4, 3, 11)",[6 2 0]
29027,1.04,0.9267864227294922,[ -7.96709294   7.26886951 113.        ],"(-4, 3, 11)",[10 12 17]
29351,1.18,0.8590705394744873,[ -7.0581304   6.9351265 108.5      ],"(-4, 3, 10)",[ 2  1 21]
29677,1.22,0.9779913425445557,[ -7.33769251   7.18396366 109.        ],"(-4, 3, 10)",[17 10 18]
30013,1.24,0.9409360885620117,[ -7.43296475   6.70339338 113.5       ],"(-4, 3, 11)",[ 2  1 21]
30349,1.22,0.9609272480010986,[ -7.99268528   7.07961881 110.5       ],"(-4, 3, 11)",[17 14  7]
30686,1.13,0.7961790561676025,[ -7.88633563   6.14984948 114.        ],"(-4, 3, 11)",[21 19  7]
