update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
974,2.31,1.0099356174468994,[-16.64549266  -0.99556979 112.        ],"(-9, -1, 11)",[1 2 0]
1305,1.18,0.9858863353729248,[ -7.83330237   6.41877799 110.        ],"(-4, 3, 11)",[17 16 18]
1635,1.09,0.9884083271026611,[ -7.32888512   6.71128786 111.5       ],"(-4, 3, 11)",[1 0 2]
1963,1.17,0.9674479961395264,[ -8.04868149   6.55664427 109.        ],"(-5, 3, 10)",[17 16 10]
2302,1.18,0.9234194755554199,[ -8.30748357   6.1872753  113.5       ],"(-5, 3, 11)",[2 0 7]
2629,1.22,0.954892635345459,[ -8.63392678   5.75993381 107.5       ],"(-5, 2, 10)",[17 10 16]
2955,1.27,0.958754301071167,[ -7.13301671   6.91964874 108.5       ],"(-4, 3, 10)",[ 2  1 19]
3292,1.21,0.9594631195068359,[ -7.61979952   6.20923197 111.5       ],"(-4, 3, 11)",[17 14 10]
3624,1.17,0.9399001598358154,[ -7.22326774   7.49086318 110.5       ],"(-4, 3, 11)",[19  1  2]
3949,1.15,0.9930315017700195,[ -7.32166592   7.20597251 107.5       ],"(-4, 3, 10)",[17 10 12]
4277,1.22,0.9636688232421875,[ -7.54443203   7.00026384 109.        ],"(-4, 3, 10)",[19  2  1]
4606,1.19,0.9424014091491699,[ -7.42810598   7.1788137  110.5       ],"(-4, 3, 11)",[17 14 10]
4942,1.08,0.9489915370941162,[ -7.66038258   6.21533776 112.        ],"(-4, 3, 11)",[ 2 19  0]
5268,1.15,0.9537231922149658,[ -7.47698096   7.30903663 108.5       ],"(-4, 3, 10)",[17 10 14]
5599,1.16,0.9571061134338379,[ -7.35553532   6.67569219 108.5       ],"(-4, 3, 10)",[19  1  2]
5928,1.3,1.0035855770111084,[ -6.86703662   7.82507176 109.5       ],"(-4, 3, 10)",[17 10 16]
6258,1.2,0.9144127368927002,[ -7.2034232    7.32240595 109.5       ],"(-4, 3, 10)",[ 2  1 19]
6584,1.1,0.892751932144165,[ -7.52640238   6.77258059 108.        ],"(-4, 3, 10)",[17 14 10]
6920,1.16,0.9316322803497314,[ -7.14239864   6.86232391 112.5       ],"(-4, 3, 11)",[ 2 19  1]
7246,1.15,0.9124579429626465,[ -7.74932614   6.69009195 109.        ],"(-4, 3, 10)",[17 10 14]
7575,1.26,0.934319257736206,[ -7.53196624   6.84989187 110.        ],"(-4, 3, 11)",[19  2  0]
7907,1.23,0.9196703433990479,[ -6.12806062   7.68854057 109.5       ],"(-4, 3, 10)",[17 10 14]
8235,1.16,0.9235975742340088,[ -7.77802441   6.49681813 108.        ],"(-4, 3, 10)",[19  1  2]
8566,1.27,0.98956298828125,[ -8.0525064    6.48845216 111.        ],"(-5, 3, 11)",[17 10 18]
8896,1.22,0.9201610088348389,[ -7.23523369   6.98807043 111.        ],"(-4, 3, 11)",[1 2 7]
9221,1.26,0.9910686016082764,[ -6.90684772   7.60315511 107.        ],"(-4, 3, 10)",[17 10 18]
9554,1.23,0.9342739582061768,[ -7.32979132   6.54024921 111.5       ],"(-4, 3, 11)",[ 2  1 19]
9885,1.18,0.9430279731750488,[ -7.70871688   6.95066794 112.        ],"(-4, 3, 11)",[17 14 10]
10220,1.13,0.9184422492980957,[ -7.43556759   6.91016641 112.        ],"(-4, 3, 11)",[19  2  4]
