update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
949,1.67,0.4796433448791504,None,"('N', 'o', 'n', 'e')",None
1382,0.53,0.515540599822998,None,"('N', 'o', 'n', 'e')",None
1811,0.49,0.4735898971557617,None,"('N', 'o', 'n', 'e')",None
2232,0.5,0.4886131286621094,None,"('N', 'o', 'n', 'e')",None
2648,0.49,0.47579312324523926,None,"('N', 'o', 'n', 'e')",None
3069,0.51,0.4963088035583496,None,"('N', 'o', 'n', 'e')",None
3485,0.5,0.486616849899292,None,"('N', 'o', 'n', 'e')",None
3908,0.51,0.4935894012451172,None,"('N', 'o', 'n', 'e')",None
