update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
904,1.77,0.7871627807617188,[-16.64549266  -0.99556979 110.5       ],"(-9, -1, 11)","[4, 3]"
1239,0.74,0.7260990142822266,[ -8.80171433   1.78549584 112.        ],"(-5, 0, 11)","[7, 1, 5]"
1570,0.82,0.8024108409881592,[ -7.75513886   3.19234722 110.5       ],"(-4, 1, 11)","[4, 0, 2]"
1899,0.99,0.9710166454315186,[ -7.59457227   4.25192936 108.        ],"(-4, 2, 10)","[7, 1, 5, 0]"
2229,0.51,0.48961496353149414,[ -8.70762682   3.33174467 112.5       ],"(-5, 1, 11)",[4]
2555,0.75,0.7351953983306885,[ -8.19159504   2.32312271 108.5       ],"(-5, 1, 10)","[11, 7, 0]"
2886,0.91,0.8959493637084961,[ -8.51615258   3.05450956 110.        ],"(-5, 1, 11)","[4, 9, 2, 8]"
3215,0.94,0.9273216724395752,[ -8.12041334   3.32704193 109.        ],"(-5, 1, 10)","[1, 0, 7, 5]"
3550,0.53,0.5138530731201172,[ -8.21028792   3.35036826 110.5       ],"(-5, 1, 11)",[4]
3883,0.76,0.7451980113983154,[ -7.69546598   3.82295363 111.5       ],"(-4, 1, 11)","[7, 1, 8]"
