update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
911,1.93,1.0123202800750732,[-16.64549266  -0.99556979 108.5       ],"(-9, -1, 10)",[10  1]
1240,0.84,0.827418327331543,[ -8.07626223   2.47503371 111.        ],"(-5, 1, 11)",[23 19]
1567,0.78,0.7642974853515625,[ -8.37503037   1.44339818 107.5       ],"(-5, 0, 10)",[23 25]
1897,0.86,0.8456523418426514,[ -8.05276017   1.77512783 108.        ],"(-5, 0, 10)",[23 19]
2238,0.9,0.8800632953643799,[ -8.68175822   2.32578814 115.        ],"(-5, 1, 11)",[23  5]
2568,0.87,0.8575963973999023,[ -8.49886069   1.86072961 111.5       ],"(-5, 0, 11)",[23  1]
2894,0.93,0.9087436199188232,[ -8.87798281   2.27372505 110.5       ],"(-5, 1, 11)",[19  0]
3228,0.89,0.8770976066589355,[ -8.29678985   2.39492908 111.5       ],"(-5, 1, 11)",[1 5]
3562,0.85,0.8377177715301514,[ -8.00706072   2.05974593 110.        ],"(-5, 1, 11)",[19 23]
3885,0.8,0.7826876640319824,[ -8.14976871   1.82772389 105.5       ],"(-5, 0, 10)",[23 10]
4215,0.88,0.8601229190826416,[ -8.24946097   2.66076743 108.5       ],"(-5, 1, 10)",[16 19]
4544,0.86,0.8471577167510986,[ -7.36018514   3.38321053 112.        ],"(-4, 1, 11)",[10  1]
4875,0.81,0.7895023822784424,[ -7.94159913   3.16258092 110.        ],"(-4, 1, 11)",[16 23]
5206,0.81,0.7955551147460938,[ -7.77720968   2.66482704 109.5       ],"(-4, 1, 10)",[10 18]
5540,0.8,0.7806682586669922,[ -8.21371726   2.23268654 112.5       ],"(-5, 1, 11)",[16 23]
5869,0.89,0.8740746974945068,[ -6.80304767   3.79206232 108.5       ],"(-4, 1, 10)",[19  1]
6200,0.87,0.8492393493652344,[ -7.95304134   3.51325845 111.5       ],"(-4, 1, 11)",[ 2 23]
6521,0.84,0.8203840255737305,[ -7.13024154   3.45209295 109.        ],"(-4, 1, 10)",[22  1]
6856,0.86,0.8476240634918213,[ -7.42166716   3.77490935 112.        ],"(-4, 1, 11)",[19 23]
7185,0.84,0.8274776935577393,[ -7.7364261    2.75491124 108.5       ],"(-4, 1, 10)",[ 1 22]
7513,0.94,0.9278898239135742,[ -7.92306806   2.86487162 109.        ],"(-4, 1, 10)",[19  0]
7847,0.91,0.896172046661377,[ -6.65142003   3.8443943  112.        ],"(-4, 1, 11)",[5 1]
8173,0.86,0.8432650566101074,[ -8.22927568   2.94335327 109.        ],"(-5, 1, 10)",[19 23]
8503,0.91,0.8952436447143555,[ -7.77794141   3.17064049 111.5       ],"(-4, 1, 11)",[1 5]
8833,0.93,0.9160280227661133,[ -7.85925812   2.51051198 106.5       ],"(-4, 1, 10)",[19  0]
9159,0.89,0.8775558471679688,[ -7.69951497   2.76645301 109.5       ],"(-4, 1, 10)",[1 5]
9490,0.93,0.9143474102020264,[ -7.66535174   2.55647389 110.5       ],"(-4, 1, 11)",[19  0]
9820,0.89,0.8745396137237549,[ -8.01977482   2.66647215 110.5       ],"(-5, 1, 11)",[1 5]
10156,0.86,0.8393452167510986,[ -8.01190924   2.58367318 112.        ],"(-5, 1, 11)",[19 16]
10486,0.88,0.8595781326293945,[ -8.2443571    2.78778868 109.        ],"(-5, 1, 10)",[1 8]
10817,0.83,0.8111488819122314,[ -8.36528296   2.56843029 110.5       ],"(-5, 1, 11)",[16  0]
11142,0.87,0.8487942218780518,[ -7.85319753   3.70443731 109.        ],"(-4, 1, 10)",[23  1]
11465,0.91,0.8937997817993164,[ -9.25265714   2.44962099 108.        ],"(-5, 1, 10)",[19  0]
11794,0.95,0.9348428249359131,[ -8.79072692   2.50077612 108.5       ],"(-5, 1, 10)",[1 5]
12124,0.84,0.8255631923675537,[ -9.02395105   3.42343692 109.        ],"(-5, 1, 10)",[19 23]
12454,0.82,0.8032643795013428,[ -8.70201773   1.99655905 109.        ],"(-5, 0, 10)",[8 1]
12778,0.85,0.8284413814544678,[ -8.55319309   2.92367376 107.5       ],"(-5, 1, 10)",[16 19]
13107,0.86,0.8390178680419922,[ -8.87587778   2.43422924 110.        ],"(-5, 1, 11)",[1 8]
13430,0.84,0.8260288238525391,[ -8.47667841   3.14193148 107.        ],"(-5, 1, 10)",[23  0]
13772,0.88,0.8649685382843018,[ -8.28032188   2.93979101 112.5       ],"(-5, 1, 11)",[1 8]
14114,0.89,0.8737907409667969,[ -8.65185143   3.50384515 113.        ],"(-5, 1, 11)",[19 23]
14445,0.93,0.9095556735992432,[ -7.99091147   3.02050447 111.5       ],"(-4, 1, 11)",[ 1 22]
14782,0.9,0.8808746337890625,[ -8.62980932   3.10862606 114.5       ],"(-5, 1, 11)",[19  2]
15109,0.87,0.8559205532073975,[ -9.03941383   2.04139813 107.5       ],"(-5, 1, 10)",[17  1]
15436,0.9,0.8850665092468262,[ -7.94853543   3.72054579 108.5       ],"(-4, 1, 10)",[ 2 19]
15761,0.89,0.8757038116455078,[ -8.07166786   2.77253501 107.        ],"(-5, 1, 10)",[1 5]
