update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
971,1.47,0.5089147090911865,None,"('N', 'o', 'n', 'e')",None
1302,0.54,0.5246245861053467,None,"('N', 'o', 'n', 'e')",None
1630,0.51,0.49619340896606445,None,"('N', 'o', 'n', 'e')",None
1960,0.5,0.4870035648345947,None,"('N', 'o', 'n', 'e')",None
2297,0.5,0.4870445728302002,None,"('N', 'o', 'n', 'e')",None
2625,0.52,0.5040197372436523,None,"('N', 'o', 'n', 'e')",None
2952,0.51,0.4977412223815918,None,"('N', 'o', 'n', 'e')",None
3288,0.52,0.5024456977844238,None,"('N', 'o', 'n', 'e')",None
3619,0.49,0.47854185104370117,None,"('N', 'o', 'n', 'e')",None
3948,0.49,0.47673773765563965,None,"('N', 'o', 'n', 'e')",None
