update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
968,1.46,0.497816801071167,None,"('N', 'o', 'n', 'e')",None
1310,0.52,0.5051009654998779,None,"('N', 'o', 'n', 'e')",None
1642,0.53,0.5153617858886719,None,"('N', 'o', 'n', 'e')",None
1966,0.53,0.5106370449066162,None,"('N', 'o', 'n', 'e')",None
2294,0.55,0.5324203968048096,None,"('N', 'o', 'n', 'e')",None
2619,0.56,0.5478839874267578,None,"('N', 'o', 'n', 'e')",None
2951,0.5,0.4874918460845947,None,"('N', 'o', 'n', 'e')",None
3285,0.54,0.524273157119751,None,"('N', 'o', 'n', 'e')",None
3617,0.53,0.5084638595581055,None,"('N', 'o', 'n', 'e')",None
3943,0.53,0.512260913848877,None,"('N', 'o', 'n', 'e')",None
