update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
903,2.13,1.132476568222046,[-16.64549266  -0.99556979 108.5       ],"(-9, -1, 10)",[19 13]
1229,0.86,0.8443853855133057,[ -5.20633394   1.36564351 110.        ],"(-3, 0, 11)",[24 26]
1567,0.94,0.9194257259368896,[ -4.80365385   2.11751996 114.5       ],"(-3, 1, 11)",[19 23]
1893,0.93,0.917945146560669,[-8.01492577e+00 -8.35515267e-02  1.12000000e+02],"(-5, -1, 11)",[27 24]
2225,1.01,0.995408296585083,[ -7.93720135   1.4697293  109.5       ],"(-4, 0, 10)",[19 13]
2560,0.93,0.9149975776672363,[ -6.31018773   1.65331712 112.        ],"(-4, 0, 11)",[24 27]
2892,0.97,0.9570960998535156,[ -7.14159986   1.21878995 109.        ],"(-4, 0, 10)",[ 0 19]
3220,0.97,0.9581429958343506,[ -6.31867994  -0.18907555 110.5       ],"(-4, -1, 11)",[24 27]
3549,0.93,0.9181034564971924,[ -4.44782427   2.61545648 109.5       ],"(-3, 1, 10)",[23  8]
3879,1.04,1.0276622772216797,[ -6.33281889   0.82733588 111.5       ],"(-4, 0, 11)",[ 0 19]
