update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
903,2.28,1.2869396209716797,[-16.64549266  -0.99556979 111.5       ],"(-9, -1, 11)",[19  0 13]
1237,0.98,0.9599895477294922,[ -7.39659548   2.79566295 112.5       ],"(-4, 1, 11)",[24 15 10]
1568,1.03,1.0109970569610596,[ -9.41505872   2.06140998 109.5       ],"(-5, 1, 10)",[19 23 13]
1898,0.97,0.9539659023284912,[ -8.71680973   2.81113013 110.        ],"(-5, 1, 11)",[24 11 10]
2234,1.08,1.06083083152771,[ -8.92506857   3.71211648 109.5       ],"(-5, 1, 10)",[19 23 21]
2559,0.96,0.9438486099243164,[ -7.40949399   3.56911233 108.        ],"(-4, 1, 10)",[24 15 17]
2889,1.03,1.0105156898498535,[ -9.2142499    2.39115465 111.        ],"(-5, 1, 11)",[23  0 19]
3209,1.0,0.9798696041107178,[ -8.3246768    2.69828263 108.5       ],"(-5, 1, 10)",[11 24  1]
3538,1.03,1.018284559249878,[ -8.74494864   4.72041429 109.        ],"(-5, 2, 10)",[ 0 19 23]
3879,0.97,0.9504616260528564,[ -8.90899114   3.49508994 113.        ],"(-5, 1, 11)",[11 24 17]
