update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
957,2.99,1.2497425079345703,[-17.4363338   -1.94581844 110.5       ],"(-9, -1, 11)",[ 2 25 20  3],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
1284,1.21,1.1958825588226318,[ -9.75607586   6.69484704 109.5       ],"(-5, 3, 10)",[14  4  0 20],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
1630,1.27,1.24949312210083,[-10.56949687   6.07968504 114.        ],"(-6, 3, 11)",[ 2 20 25  3],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [  0.    0.3]]"
1954,1.04,1.022918462753296,[ -9.24846169   6.78725119 106.        ],"(-5, 3, 10)",[17  6  9 15],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
2281,1.14,1.1252973079681396,[-10.33768187   4.92792434 108.5       ],"(-6, 2, 10)",[25  9  2 20],"[[  0.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
2610,1.12,1.1021556854248047,[-11.13211493   4.58103153 110.5       ],"(-6, 2, 11)",[17  6 15 18],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
2938,1.19,1.1735365390777588,[-10.55339601   5.18053831 110.        ],"(-6, 2, 11)",[25  9 20 14],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
3268,1.17,1.1561250686645508,[-11.3172622    5.00513669 111.5       ],"(-6, 2, 11)",[17 20 14  6],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
3601,1.21,1.1951243877410889,[-10.7818005    5.25373074 112.        ],"(-6, 2, 11)",[ 3  2 25 20],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
3940,1.15,1.128981351852417,[ -9.07245546   6.81012434 115.5       ],"(-5, 3, 11)",[17 11 14  6],"[[ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
4271,1.11,1.093033790588379,[ -9.60538635   6.56175054 111.        ],"(-5, 3, 11)",[25 20  2  9],"[[  0.    0.7]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
4599,1.11,1.0906705856323242,[ -9.48781483   7.50997156 110.        ],"(-5, 3, 11)",[17 20  6 15],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
4929,1.18,1.1596014499664307,[ -9.36441917   5.78322764 109.5       ],"(-5, 2, 10)",[25 24  2  3],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.3]]"
5248,1.26,1.2477021217346191,[ -9.69997545   6.7280361  107.        ],"(-5, 3, 10)",[14  4 11 20],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
5582,1.16,1.1474168300628662,[-10.04620057   6.69669677 110.        ],"(-6, 3, 11)",[26 24  2 20],"[[  0.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
5908,1.04,1.0271780490875244,[-10.45134819   5.74665962 110.5       ],"(-6, 2, 11)",[17  6 15 18],"[[10.   0.7]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
6236,1.15,1.138551950454712,[ -9.50007373   7.03933243 109.5       ],"(-5, 3, 10)",[26 24  2 20],"[[  0.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
6573,1.18,1.162092924118042,[-10.43166159   6.15679464 113.5       ],"(-6, 3, 11)",[17 14 23 11],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
6916,1.23,1.2146706581115723,[ -9.12900212   7.55139154 115.5       ],"(-5, 3, 11)",[20  2  3  9],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]]"
7242,1.25,1.233989953994751,[ -8.30351992   7.90141772 108.        ],"(-5, 3, 10)",[14 11 20  4],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
7571,1.32,1.2989134788513184,[-10.23813152   5.24541469 110.5       ],"(-6, 2, 11)",[ 2  3 20 12],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
7893,1.16,1.148829460144043,[ -9.11841168   6.24835699 106.5       ],"(-5, 3, 10)",[14 20  4 23],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
8218,1.28,1.2687180042266846,[ -9.46069369   5.56436656 107.        ],"(-5, 2, 10)",[ 3  2 20 12],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
8553,1.21,1.1955630779266357,[ -9.0621767   6.3505751 111.5      ],"(-5, 3, 11)",[14 20  4 17],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
8882,1.28,1.2674369812011719,[-10.40385714   5.06296912 111.5       ],"(-6, 2, 11)",[ 2 12  3 20],"[[  0.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
9205,1.26,1.2440991401672363,[ -9.12385613   6.18270061 107.5       ],"(-5, 3, 10)",[14 11  4 20],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
9539,1.27,1.2535898685455322,[ -9.52943682   5.90613889 115.        ],"(-5, 2, 11)",[ 2  9 12  3],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
9872,1.22,1.2059104442596436,[-10.06051622   5.06029589 111.5       ],"(-6, 2, 11)",[14 17  4 20],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
10205,1.27,1.254279375076294,[-11.01808154   4.03252356 112.        ],"(-6, 2, 11)",[ 2 12  3  9],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]]"
10534,1.25,1.2361986637115479,[-10.4414613    4.93402755 108.5       ],"(-6, 2, 10)",[14  4 20  0],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
10862,1.19,1.1691749095916748,[ -9.97588655   5.1838145  107.5       ],"(-5, 2, 10)",[ 2 16  3 12],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
11193,1.13,1.1175963878631592,[ -9.33318118   6.33671471 111.        ],"(-5, 3, 11)",[14 17 15  6],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
11522,1.28,1.2667908668518066,[ -9.49353206   5.14709268 107.        ],"(-5, 2, 10)",[ 2 20 12 14],"[[  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
11854,1.24,1.226362705230713,[-10.66419377   5.07195203 112.5       ],"(-6, 2, 11)",[20  2 14 11],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
12187,1.28,1.2673320770263672,[-11.33000582   3.77076762 112.        ],"(-6, 1, 11)",[ 2 14 20 12],"[[  0.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
12505,1.21,1.1959848403930664,[ -9.91661211   4.67032178 104.        ],"(-5, 2, 10)",[20 14  2 12],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
12844,1.29,1.2694778442382812,[-10.01783541   5.16513574 114.        ],"(-6, 2, 11)",[14 20  3  2],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
13172,1.29,1.2761576175689697,[-10.30793764   5.17509041 110.        ],"(-6, 2, 11)",[14  2 20 12],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
13504,1.28,1.2648851871490479,[-10.23653063   4.5875221  111.5       ],"(-6, 2, 11)",[14 11 20  2],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
