update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
891,2.35,1.2365694046020508,[-17.4363338   -1.94581844 113.        ],"(-9, -1, 11)","[5, 2, 0, 11]","[(10, 0.7), (0, 0.3), (0, 0.3), (10, 0.7)]"
1227,1.3,1.0596210956573486,[-12.11781314   0.26297682 111.        ],"(-7, 0, 11)","[20, 21, 2, 22]","[(-10, 0.7), (0, 0.3), (0, 0.3), (0, 0.3)]"
1562,0.95,0.936410665512085,[-12.5833715    1.66816608 112.        ],"(-7, 0, 11)","[2, 21, 5]","[(0, 0.3), (0, 0.3), (10, 0.7)]"
1892,1.07,1.0582561492919922,[-11.08153419   1.01253903 108.5       ],"(-6, 0, 10)","[23, 20, 21, 9]","[(0, 0.7), (-10, 0.7), (0, 0.3), (0, 0.3)]"
2219,1.03,1.0134961605072021,[-10.7680171    2.93673654 109.        ],"(-6, 1, 10)","[20, 13, 2, 23]","[(-10, 0.7), (10, 0.7), (0, 0.3), (0, 0.7)]"
2540,1.12,1.1084656715393066,[-11.61125042   0.84159462 109.5       ],"(-6, 0, 10)","[21, 16, 20, 3]","[(0, 0.3), (0, 0.3), (-10, 0.7), (0, 0.3)]"
2879,1.03,1.0165514945983887,[-11.37368486   1.71909818 113.5       ],"(-6, 0, 11)","[10, 2, 23, 5]","[(0, 0.7), (0, 0.3), (0, 0.7), (10, 0.7)]"
3211,1.02,1.0034759044647217,[-11.58968599   2.32098266 109.        ],"(-6, 1, 10)","[20, 13, 21, 12]","[(-10, 0.7), (10, 0.7), (0, 0.3), (10, 0.7)]"
3543,1.07,1.0532960891723633,[-11.31221806   1.25627812 108.        ],"(-6, 0, 10)","[23, 2, 5, 0]","[(0, 0.7), (0, 0.3), (10, 0.7), (0, 0.3)]"
3874,1.0,0.9846441745758057,[-10.7990649    3.32795229 110.5       ],"(-6, 1, 11)","[20, 13, 12, 21]","[(-10, 0.7), (10, 0.7), (10, 0.7), (0, 0.3)]"
